,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,1,1,1,1,1,1,1,0,0
1,1,1,1,5,5,5,5,2,0
2,1,1,1,1,1,1,1,0,0
3,2,2,4,4,4,4,4,1,1
4,1,1,1,1,1,1,1,0,0
5,1,1,1,1,1,1,1,0,2
6,1,1,1,1,1,1,1,0,2
7,1,1,1,1,1,1,1,0,2
8,1,1,1,1,1,7,7,0,3
9,2,2,4,4,4,4,4,1,1
10,1,1,1,1,1,1,1,0,4
11,1,1,1,1,1,1,1,0,2
12,1,1,1,1,1,1,1,0,2
13,1,1,4,4,4,4,4,1,4
14,1,1,4,4,4,4,4,1,4
15,1,1,1,1,1,1,1,0,0
16,1,1,1,1,1,1,1,0,5
17,1,1,1,1,1,1,1,0,2
18,1,1,1,1,1,1,1,0,2
19,1,1,1,1,1,1,1,0,2
20,1,1,1,1,1,1,1,0,2
21,1,1,1,1,1,1,1,0,2
22,1,1,1,1,1,1,1,0,2
23,2,2,4,4,4,4,4,1,1
24,2,3,2,2,2,2,2,2,5
25,1,3,3,3,3,3,3,2,5
26,0,3,3,3,3,3,3,2,6
27,1,1,1,2,2,2,2,2,5
28,2,2,2,2,2,2,2,2,5
29,2,2,2,2,2,2,2,2,7
30,1,1,1,5,5,5,5,2,5
31,0,0,0,5,5,5,5,2,8
32,0,0,0,5,5,5,5,2,8
33,2,2,2,2,2,2,2,2,7
34,2,2,2,2,2,2,8,2,3
35,1,1,1,1,1,1,8,0,5
36,0,2,2,0,6,7,7,2,3
37,2,2,2,2,2,2,2,2,3
38,2,2,2,2,2,2,2,2,7
39,2,2,2,2,2,2,2,2,7
40,2,2,2,2,6,6,6,2,8
41,1,1,1,1,6,6,6,2,8
42,2,2,2,2,2,2,2,2,7
43,1,3,3,3,3,3,3,2,6
44,2,2,2,2,2,2,2,2,7
45,2,3,3,3,3,3,3,2,6
46,0,0,0,0,0,7,8,0,8
47,2,2,2,2,2,2,2,2,3
48,2,2,2,2,2,2,2,2,7
49,2,2,2,2,2,2,2,2,7
50,2,3,3,3,3,3,3,2,6
51,2,3,3,3,6,7,7,2,3
52,1,1,1,1,1,1,1,2,5
53,2,2,2,2,2,2,2,2,7
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.09196216063287128,0.10896137553304455,0.12379503604794576,0.12290896635390708,0.12336192713866258,0.12352433979307804,0.11986097707287491,0.14622059779069368,0.06692887968866763
NMI,0.32683718992034827,0.36861109400852859,0.59180483711787901,0.65667650047463177,0.69346937706443956,0.6429013115962845,0.606517356826618,1.0,0.47428678972209992
