,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,1,1,1,1,1,1,8,0,
1,1,1,1,1,1,1,1,0,
2,1,1,1,1,1,1,1,0,
3,1,1,1,1,1,1,1,1,
4,1,1,1,1,1,1,8,0,
5,1,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,1,0,
7,1,1,1,1,1,1,1,0,
8,1,1,1,1,1,1,1,0,
9,1,1,1,1,1,1,1,0,
10,1,1,1,1,1,1,1,0,
11,1,1,1,1,1,1,1,0,
12,1,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,0,
14,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,0,
23,2,2,2,2,2,4,4,2,
24,0,0,4,4,4,7,7,2,
25,1,1,1,1,1,7,7,0,
26,0,0,4,4,4,4,4,2,
27,2,3,3,3,3,3,3,1,
28,2,3,3,3,3,3,3,1,
29,2,2,2,2,2,2,2,2,
30,0,3,3,3,3,3,3,1,
31,0,3,3,3,3,3,3,1,
32,0,3,3,3,3,3,3,1,
33,0,3,3,3,3,3,3,1,
34,2,3,3,3,3,3,3,2,
35,1,1,1,1,6,7,8,0,
36,2,2,2,2,2,2,7,2,
37,0,0,0,0,6,6,6,2,
38,2,2,2,2,2,2,2,2,
39,2,2,2,2,2,2,2,2,
40,1,2,4,5,5,5,5,2,
41,1,1,4,5,5,5,5,2,
42,1,1,4,5,5,5,5,2,
43,0,0,4,4,4,4,4,2,
44,2,2,2,2,2,5,2,2,
45,2,2,2,2,2,2,2,2,
46,2,2,2,2,2,2,2,2,
47,2,2,2,2,2,6,6,2,
48,2,2,2,2,2,2,2,2,
49,2,2,2,2,2,2,2,2,
50,2,2,2,2,2,2,2,2,
51,2,2,2,2,2,2,2,2,
52,1,1,1,1,6,1,1,0,
53,2,2,2,2,2,2,2,2,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.12844490207393097,0.13591870322606378,0.1470266016870439,0.14728182950023927,0.14313770656335828,0.13308431917811658,0.1264779212771985,0.16970199896078375,
NMI,0.52177450706384498,0.67655661362740571,0.75968410335869851,0.73788884618256745,0.68514744165318697,0.65681362486291206,0.63200592249206933,1.0,
Silhoutte,0.22160724,0.235125,0.28149193,0.31153615,0.29575323,0.2555924,0.2585128,0.23151244,
