,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,1,2,3,3,3,3,8,3,3,0,
1,0,0,0,1,6,6,6,6,6,1,
2,0,3,3,3,3,3,3,9,9,0,
3,2,2,2,2,2,7,7,2,2,1,
4,0,3,3,3,3,3,8,3,3,0,
5,0,0,0,0,0,0,0,5,10,1,
6,0,0,0,0,6,6,6,6,6,1,
7,0,3,3,5,5,5,5,5,5,4,
8,1,1,3,5,5,5,5,5,5,4,
9,0,0,4,4,4,4,4,9,9,2,
10,2,3,3,3,3,3,3,9,9,1,
11,2,2,2,2,2,2,2,2,7,1,
12,2,3,3,2,2,2,3,9,9,1,
13,2,3,4,2,6,7,7,7,7,1,
14,2,2,2,2,2,7,7,7,2,1,
15,2,2,2,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,2,2,2,1,
17,2,2,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,2,2,2,1,
21,2,2,2,2,2,2,2,2,2,1,
22,2,2,2,2,2,2,2,2,2,1,
23,0,3,3,5,5,7,7,7,7,4,
24,1,1,1,1,1,1,1,1,1,3,
25,1,1,1,1,1,1,1,1,1,3,
26,2,2,4,4,6,7,7,7,7,1,
27,1,1,1,1,1,1,1,1,1,3,
28,1,1,1,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,1,1,1,3,
30,1,1,4,4,4,4,4,4,4,2,
31,1,1,4,4,4,4,4,4,4,2,
32,1,1,4,4,4,4,4,4,4,2,
33,1,1,4,4,4,4,4,4,4,2,
34,1,1,1,1,1,1,1,1,1,3,
35,0,3,3,3,3,3,8,3,3,0,
36,1,1,1,5,5,5,5,5,5,4,
37,1,1,1,5,5,5,5,5,5,4,
38,1,3,1,1,1,1,1,1,1,3,
39,1,1,1,1,1,1,1,1,1,3,
40,1,1,1,1,1,1,1,8,8,3,
41,2,3,3,1,1,1,5,8,8,3,
42,1,1,1,1,1,1,1,1,1,3,
43,1,1,1,1,1,1,1,1,1,3,
44,1,1,1,1,1,1,1,1,1,3,
45,1,1,1,1,1,1,1,1,1,3,
46,1,1,1,1,1,1,1,1,1,3,
47,1,1,1,1,1,1,1,1,1,3,
48,1,1,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,1,1,1,3,
51,1,1,1,1,1,1,1,1,1,3,
52,1,1,1,1,1,1,1,1,1,3,
53,1,1,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.1142809540017759,0.10366736014487443,0.11733503142840718,0.12000813766760189,0.12551627033403498,0.12071520289061195,0.10907761474883118,0.10680363849873047,0.10236764599166333,0.1337086688792237,
NMI,0.52996604762926258,0.49398650835217989,0.66309655261902867,0.82988076578149472,0.88483307462686889,0.8286485237588701,0.7798406277268578,0.74854584865656881,0.76804763897238948,1.0,
Silhoutte,0.1631018,0.16523605,0.17423473,0.18277962,0.21141366,0.2316548,0.25261079,0.25412631,0.26266051,0.19770499,
