,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,2,2,4,4,6,6,6,6,0,
1,1,1,2,5,5,5,5,5,0,
2,2,2,4,4,6,6,6,6,0,
3,2,3,4,4,4,4,4,4,2,
4,2,2,4,4,6,6,6,6,0,
5,2,2,2,2,5,5,6,6,0,
6,1,3,3,5,5,5,5,5,0,
7,0,3,3,5,3,2,8,8,0,
8,0,3,3,3,6,6,8,8,0,
9,2,3,4,4,4,4,4,4,2,
10,0,0,4,4,5,4,4,4,2,
11,2,2,4,2,6,2,2,2,0,
12,1,0,3,5,5,5,5,5,0,
13,2,2,4,4,4,4,4,4,2,
14,2,2,2,2,2,2,2,2,2,
15,2,2,2,2,2,2,2,2,2,
16,1,3,1,1,1,7,7,7,4,
17,2,2,2,2,2,2,2,2,2,
18,2,2,2,2,2,2,2,2,2,
19,2,2,2,2,2,2,2,9,2,
20,2,2,2,2,2,2,2,2,2,
21,1,3,3,5,5,5,5,5,0,
22,99,99,99,99,99,99,99,99,99,
23,2,3,4,4,4,4,4,4,2,
24,2,3,4,4,4,4,4,4,2,
25,1,3,4,4,4,4,4,9,2,
26,2,2,2,2,2,2,2,2,2,
27,99,99,99,99,99,99,99,99,99,
28,1,1,1,1,1,1,1,1,4,
29,1,1,1,1,1,1,1,1,4,
30,1,3,3,3,3,3,3,3,2,
31,0,3,3,3,3,3,3,3,2,
32,0,3,3,3,3,3,3,3,2,
33,2,2,3,3,6,6,6,6,0,
34,1,1,1,1,1,1,1,1,4,
35,2,2,4,5,6,6,6,6,0,
36,99,99,99,99,99,99,99,99,99,
37,99,99,99,99,99,99,99,99,99,
38,1,1,1,1,1,7,7,7,4,
39,1,1,1,1,1,7,7,7,4,
40,1,1,1,1,1,1,1,1,4,
41,1,1,1,1,1,1,1,1,4,
42,99,99,99,99,99,99,99,99,99,
43,1,1,1,1,1,1,1,1,4,
44,1,1,1,1,1,7,7,7,4,
45,99,99,99,99,99,99,99,99,99,
46,1,1,1,1,1,7,7,7,4,
47,99,99,99,99,99,99,99,99,99,
48,1,1,1,1,1,7,7,7,4,
49,1,1,1,1,1,1,1,1,4,
50,1,1,1,1,1,1,1,1,4,
51,1,1,1,1,1,1,1,1,4,
52,0,0,0,0,0,5,8,2,0,
53,1,1,1,1,1,1,1,1,4,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.14687265801374738,0.15289655363766413,0.18294301342342012,0.18034766968268318,0.21300291180916497,0.17986797005422725,0.1891734238316987,0.18829324701910377,0.2419319678086735,
NMI,0.37111545952251274,0.4397745851914257,0.5581703883111363,0.59935875412061124,0.7148129261233146,0.69019563335349055,0.696607706742015,0.66340616722751089,1.0,
Silhoutte,0.19336489,0.21426546,0.25739768,0.27842448,0.34131772,0.31645098,0.35666731,0.36697804,0.27625154,
