,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,1,1,4,4,4,4,4,4,4,
1,0,0,0,0,6,6,6,6,0,
2,0,0,4,4,4,4,4,4,4,
3,2,3,3,3,3,3,3,3,1,
4,0,1,4,4,4,4,4,4,4,
5,2,2,2,2,2,2,2,2,0,
6,0,0,0,0,6,6,6,6,0,
7,0,0,0,5,5,5,5,5,2,
8,0,0,0,5,5,5,5,5,2,
9,0,3,3,3,3,3,3,3,1,
10,0,3,3,3,3,3,3,3,1,
11,0,0,4,4,6,7,7,7,4,
12,2,2,2,2,2,2,2,2,0,
13,2,3,3,3,6,3,3,9,0,
14,2,2,2,2,2,2,2,2,0,
15,2,2,2,2,2,2,2,2,0,
16,2,2,2,2,2,2,2,2,0,
17,2,2,2,2,2,2,2,2,0,
18,2,2,2,2,2,2,2,2,0,
19,2,2,2,2,2,2,2,2,0,
20,2,2,2,2,2,2,2,2,0,
21,2,2,2,2,2,2,2,2,0,
22,2,2,2,2,2,2,2,2,0,
23,1,3,1,1,1,1,1,1,1,
24,1,1,1,1,1,1,1,1,3,
25,1,1,1,1,1,1,1,9,3,
26,2,2,2,2,2,2,2,2,0,
27,1,1,1,1,1,1,1,1,3,
28,1,1,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,1,1,3,
30,1,3,3,3,3,3,3,3,1,
31,1,3,3,3,3,3,3,3,1,
32,0,3,3,3,3,3,3,3,1,
33,1,1,1,1,1,1,1,1,3,
34,1,1,1,1,1,1,1,1,3,
35,0,0,4,4,4,4,4,4,4,
36,0,0,0,5,5,5,5,5,2,
37,1,1,1,1,1,1,1,1,3,
38,1,1,1,1,1,1,1,1,3,
39,1,1,1,1,1,1,1,1,3,
40,1,1,1,1,1,1,8,8,3,
41,0,3,4,5,5,7,8,8,3,
42,2,1,4,5,1,7,8,8,3,
43,1,1,1,1,1,1,1,1,3,
44,1,1,1,1,1,1,1,1,3,
45,1,1,1,1,1,1,1,1,3,
46,1,1,1,1,1,1,1,1,3,
47,1,1,1,1,1,1,1,1,3,
48,1,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,1,1,3,
51,1,1,1,1,1,1,1,1,3,
52,0,0,4,4,0,7,7,7,4,
53,1,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.1399315431934799,0.15798462324931256,0.1722678673089861,0.1730261837839433,0.17014428532852197,0.17161865427605275,0.17100977463324005,0.1654727694171824,0.18410245643128,
NMI,0.51165691519568568,0.72462023219328653,0.78067286505696942,0.81617653374572519,0.82622515056876367,0.80278554762608056,0.81498810164514668,0.8097593453032913,1.0,
Silhoutte,0.17950139,0.19573329,0.26689911,0.29767627,0.28723306,0.33614159,0.36672085,0.31388808,0.25094467,
