,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,0,3,3,5,5,5,5,5,0,
1,0,0,0,5,5,7,7,7,2,
2,0,3,0,5,5,5,5,5,0,
3,0,3,4,4,4,4,4,3,2,
4,0,3,3,5,5,5,5,5,0,
5,2,2,4,0,6,6,6,6,1,
6,1,3,1,5,5,7,7,7,2,
7,1,3,4,5,5,7,7,7,2,
8,0,0,0,5,5,5,8,8,2,
9,1,3,4,4,4,4,4,4,1,
10,1,3,4,4,6,6,6,6,1,
11,1,1,1,1,6,6,6,6,1,
12,1,1,4,4,6,6,6,6,1,
13,1,3,4,4,4,4,4,3,1,
14,2,2,2,2,2,2,2,2,1,
15,2,2,2,2,2,2,2,2,1,
16,1,1,1,1,1,1,1,1,3,
17,2,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,2,2,1,
21,2,2,2,2,2,2,2,2,1,
22,2,2,2,2,2,2,2,2,1,
23,1,3,4,4,4,4,4,4,1,
24,0,3,4,4,4,4,4,4,1,
25,2,2,4,4,6,6,6,6,1,
26,2,2,2,2,2,2,2,2,1,
27,2,2,3,3,3,3,3,9,2,
28,1,1,3,3,3,3,3,3,2,
29,1,1,1,1,1,1,1,1,3,
30,2,3,3,3,3,3,3,9,2,
31,1,1,1,1,1,1,1,1,3,
32,2,3,3,3,3,3,3,3,2,
33,2,3,3,3,3,3,3,3,2,
34,2,3,3,3,3,3,3,3,2,
35,1,3,3,5,5,5,5,5,0,
36,1,1,1,5,5,5,8,8,3,
37,1,1,1,1,1,1,8,8,3,
38,1,1,1,1,1,1,1,1,3,
39,1,1,1,1,1,1,1,1,3,
40,1,1,1,1,1,1,1,1,3,
41,1,1,1,1,1,1,1,1,3,
42,1,1,1,1,1,1,1,1,3,
43,0,0,4,4,4,4,4,4,1,
44,1,1,1,1,1,1,1,1,3,
45,1,1,1,1,1,1,1,1,1,
46,1,1,1,1,1,1,1,1,3,
47,1,1,1,1,1,1,1,1,3,
48,1,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,1,1,3,
51,1,1,1,1,1,1,1,1,3,
52,1,1,1,1,1,1,1,1,3,
53,1,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.09921120167990069,0.17347059022554057,0.1756272901120606,0.19123098741956202,0.18893335468591826,0.1891094751053792,0.18498001438381173,0.1809167536457813,0.217113157990688,
NMI,0.3336292913568612,0.48339982521877556,0.60648897761177878,0.64865604178913572,0.6692832913926946,0.6921881647083391,0.71247833977805608,0.6994931505896439,1.0,
Silhoutte,0.08649425,0.1539879,0.17865021,0.16311604,0.21354217,0.24493834,0.24491535,0.2565745,0.19139186,
