,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,2,2,2,2,2,2,2,2,0,
1,2,2,2,2,2,2,2,2,0,
2,2,2,2,2,2,2,2,2,0,
3,2,3,3,3,3,3,3,3,4,
4,2,2,2,2,2,2,8,8,0,
5,0,0,2,2,2,7,8,8,0,
6,2,2,2,2,2,2,2,2,0,
7,2,2,2,2,2,2,2,2,0,
8,0,0,0,0,6,6,6,6,1,
9,0,3,3,3,3,3,3,3,4,
10,2,2,2,2,2,7,7,7,0,
11,1,1,1,1,6,7,7,7,8,
12,2,2,2,2,2,2,2,2,0,
13,0,3,3,5,5,5,5,5,4,
14,2,3,3,5,5,5,5,5,4,
15,2,2,4,4,4,4,4,4,1,
16,0,0,4,4,6,7,7,7,1,
17,2,2,4,4,4,4,4,4,1,
18,2,2,4,4,4,4,4,4,1,
19,2,2,4,4,4,4,4,4,1,
20,2,2,4,4,4,4,4,4,1,
21,1,1,4,4,4,4,4,4,1,
22,99,99,99,99,99,99,99,99,99,
23,0,0,0,5,5,5,5,5,4,
24,1,1,1,5,5,5,5,5,8,
25,99,99,99,99,99,99,99,99,99,
26,0,0,0,5,5,5,5,5,4,
27,1,1,1,1,1,1,1,1,8,
28,1,1,1,1,1,1,1,1,8,
29,1,1,1,1,1,1,1,1,8,
30,0,3,3,3,3,3,3,3,4,
31,0,3,3,3,3,3,3,3,4,
32,1,3,3,3,3,3,3,3,4,
33,1,1,1,1,1,1,1,1,8,
34,99,99,99,99,99,99,99,99,99,
35,2,2,2,2,2,6,8,8,0,
36,1,1,1,1,6,6,6,6,8,
37,1,1,4,4,4,4,8,8,8,
38,1,1,1,1,4,1,8,8,8,
39,1,1,1,1,1,1,1,1,8,
40,1,1,1,1,1,1,1,1,8,
41,99,99,99,99,99,99,99,99,99,
42,99,99,99,99,99,99,99,99,99,
43,1,1,1,1,1,1,1,1,8,
44,1,1,1,1,1,1,1,1,8,
45,1,1,1,1,1,1,1,1,8,
46,0,0,3,4,4,4,8,8,8,
47,99,99,99,99,99,99,99,99,99,
48,99,99,99,99,99,99,99,99,99,
49,1,1,1,1,1,1,1,1,8,
50,1,1,1,1,1,1,1,1,8,
51,1,1,1,1,1,1,1,1,8,
52,1,1,1,1,1,1,1,9,8,
53,1,1,1,1,1,1,1,1,8,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.1526667148554154,0.17091925558187593,0.20786417437584162,0.2111671968001823,0.1956204081628817,0.18801277254593834,0.1802293778907856,0.17639689387124735,0.22453167750258496,
NMI,0.498638292190413,0.66822855936093606,0.82114606209857066,0.80531748679640069,0.72275042014667412,0.65102582707199463,0.67136464406491836,0.65845531148537539,1.0,
Silhoutte,0.21606224,0.24436137,0.30880778,0.30820331,0.30562478,0.32761191,0.36450591,0.34579191,0.31312808,
