,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,0,3,3,3,3,3,3,0,
1,0,0,0,0,0,0,6,0,
2,1,3,3,3,3,3,3,0,
3,0,3,4,4,4,4,4,1,
4,0,3,3,3,3,3,3,0,
5,1,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,1,0,
7,1,1,1,1,1,1,1,0,
8,1,1,1,5,5,7,7,0,
9,0,3,4,4,4,4,4,1,
10,1,1,1,1,1,1,1,0,
11,2,2,2,2,2,2,2,2,
12,1,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,0,
14,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,0,
23,2,3,4,4,4,4,4,1,
24,2,2,2,5,5,2,2,2,
25,2,2,4,2,2,7,7,2,
26,1,1,1,1,1,1,1,0,
27,1,1,1,1,1,1,1,0,
28,2,2,2,2,6,6,8,1,
29,2,2,2,2,2,2,2,2,
30,0,3,4,4,6,6,8,1,
31,0,0,0,0,6,6,6,1,
32,0,0,0,5,6,6,6,1,
33,2,2,2,2,2,2,2,2,
34,2,2,2,2,2,2,2,2,
35,0,3,3,3,3,3,3,0,
36,0,0,4,5,5,7,7,2,
37,2,2,2,5,5,2,2,2,
38,2,2,2,2,2,2,2,2,
39,2,2,2,2,2,2,2,2,
40,2,2,2,5,6,5,5,2,
41,0,0,0,4,6,5,5,2,
42,2,2,2,2,2,2,2,2,
43,1,1,1,5,5,5,5,2,
44,2,2,2,2,2,2,2,2,
45,2,2,2,2,2,2,2,2,
46,2,2,2,2,2,2,2,2,
47,0,0,4,5,5,7,7,2,
48,2,2,2,2,2,2,2,2,
49,2,2,2,2,2,2,2,2,
50,2,2,2,2,2,2,2,2,
51,2,2,2,2,2,2,2,2,
52,2,2,2,2,2,2,2,2,
53,2,2,2,2,2,2,2,2,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.237843793453637,0.244627406684051,0.24264051746999432,0.23106164755824035,0.23210275653727108,0.24301888675122912,0.24170837582153837,0.26558362162637417,
NMI,0.53687150870331846,0.5610685624204107,0.57848344371073479,0.59509186356094967,0.68095622710806758,0.72978045250629409,0.69926066979400336,1.0,
Silhoutte,0.27102288,0.28696261,0.307085,0.31399346,0.33479956,0.35613905,0.34472479,0.23756989,
