,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,2,2,2,5,3,3,3,3,5,
1,0,3,3,3,6,6,6,6,5,
2,0,3,3,5,3,3,3,3,5,
3,2,3,3,3,6,6,6,6,5,
4,2,2,2,5,3,3,3,3,5,
5,2,3,3,3,6,7,7,7,2,
6,2,3,3,3,6,6,6,6,5,
7,0,3,3,3,6,6,6,6,5,
8,0,3,3,3,6,6,6,6,5,
9,0,0,4,5,5,5,5,5,2,
10,2,3,3,3,3,7,7,7,2,
11,99,99,99,99,99,99,99,99,99,
12,2,3,3,3,2,7,7,7,2,
13,2,2,2,5,5,5,5,9,2,
14,2,2,2,2,2,2,2,2,2,
15,2,2,2,2,2,2,2,2,2,
16,2,2,2,2,2,7,2,7,2,
17,2,2,2,2,2,2,2,2,2,
18,2,2,2,2,2,2,2,2,2,
19,2,2,2,2,2,2,2,2,2,
20,2,2,2,2,2,2,2,2,2,
21,2,2,2,2,2,2,2,2,2,
22,99,99,99,99,99,99,99,99,99,
23,0,0,0,5,5,5,5,5,2,
24,2,2,2,5,5,5,5,5,2,
25,0,0,0,5,0,3,8,9,2,
26,2,2,2,2,2,2,2,2,2,
27,1,1,1,1,1,1,1,1,3,
28,1,1,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,1,1,3,
30,1,1,4,4,4,4,4,4,3,
31,0,0,4,4,4,4,4,4,3,
32,1,1,4,4,4,4,4,8,3,
33,1,1,4,4,4,4,4,4,3,
34,99,99,99,99,99,99,99,99,99,
35,2,2,2,5,3,3,3,3,5,
36,99,99,99,99,99,99,99,99,99,
37,99,99,99,99,99,99,99,99,99,
38,1,1,1,1,1,1,1,1,3,
39,1,1,1,1,1,1,1,1,3,
40,1,1,1,1,1,1,1,8,3,
41,1,1,1,1,1,1,8,8,3,
42,1,1,1,1,1,1,8,8,3,
43,0,0,0,5,5,5,8,9,2,
44,99,99,99,99,99,99,99,99,99,
45,99,99,99,99,99,99,99,99,99,
46,1,1,1,1,1,7,7,7,3,
47,99,99,99,99,99,99,99,99,99,
48,1,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,1,1,3,
51,1,1,1,1,1,1,1,1,3,
52,1,1,1,1,1,1,1,1,3,
53,1,3,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.15503785925017038,0.15075871605213773,0.16205618002705585,0.18113603160242364,0.17765770619308544,0.17363535050624804,0.15522481020613346,0.15282940698967515,0.19542503575404946,
NMI,0.59407844066574711,0.55004308971016147,0.57547803958853605,0.62237850040817821,0.69355962375389413,0.67712369265811823,0.65428230461766912,0.6730059344471585,1.0,
Silhoutte,0.26523863,0.27089153,0.29131239,0.33327527,0.35186823,0.36022945,0.35073552,0.39468248,0.29841823,
