,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,2,3,3,4,4,4,4,1,
1,2,3,3,5,4,4,4,1,
2,99,99,99,99,99,99,99,99,
3,2,2,4,4,4,4,4,3,
4,0,3,3,4,4,4,4,1,
5,1,1,1,1,1,1,1,3,
6,0,0,3,0,0,0,8,1,
7,1,1,1,1,1,1,1,3,
8,1,1,1,1,1,1,1,3,
9,99,99,99,99,99,99,99,99,
10,1,1,1,1,1,1,1,3,
11,1,1,1,1,1,1,1,3,
12,1,1,1,1,1,1,1,3,
13,1,1,1,1,1,1,1,3,
14,1,1,1,1,1,1,1,3,
15,1,1,1,1,1,1,1,3,
16,1,1,1,1,1,1,1,3,
17,1,1,1,1,1,1,1,3,
18,1,1,1,1,1,1,1,3,
19,1,1,1,1,1,1,1,3,
20,1,1,1,1,1,1,1,3,
21,1,1,1,1,1,1,1,3,
22,1,1,1,1,1,1,1,3,
23,0,0,4,4,4,4,4,3,
24,0,0,4,4,4,7,7,5,
25,2,2,2,4,4,7,7,5,
26,2,2,2,2,2,2,2,5,
27,2,2,2,2,2,2,2,5,
28,1,1,1,1,1,1,1,3,
29,2,2,2,2,2,2,2,5,
30,2,2,2,2,2,7,7,5,
31,2,1,1,1,1,1,1,3,
32,1,1,1,1,1,1,1,3,
33,2,2,2,2,2,2,2,5,
34,2,2,2,2,2,2,2,5,
35,0,3,3,3,4,7,8,1,
36,1,1,1,1,3,3,3,3,
37,0,3,4,3,6,6,6,5,
38,0,3,4,3,3,3,3,4,
39,0,3,3,3,3,3,3,4,
40,1,1,1,5,5,5,5,5,
41,1,1,1,5,5,5,5,5,
42,1,1,1,5,5,5,5,5,
43,2,2,2,2,2,2,2,5,
44,2,2,2,2,2,2,2,5,
45,2,2,2,2,2,2,2,5,
46,2,2,2,2,2,2,2,5,
47,0,3,4,3,6,6,6,5,
48,2,2,2,2,2,2,2,5,
49,2,2,2,2,2,2,2,5,
50,2,2,2,2,2,2,2,5,
51,2,2,2,2,2,2,2,5,
52,2,2,2,2,2,7,8,5,
53,2,2,2,2,2,2,2,5,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.10641277323066536,0.12123116454389608,0.12772085000831798,0.1366987806269639,0.14148790733588648,0.13590993467465232,0.13592633762379447,0.1550587168479905,
NMI,0.40776801255517259,0.53817910667646973,0.64075171205905745,0.63764027203024021,0.68076488891886977,0.68428472212546831,0.68708027345950518,1.0,
Silhoutte,0.22365513,0.25296269,0.28223284,0.34337221,0.39332059,0.39540887,0.37450881,0.29537286,
