,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,0,0,4,4,4,4,4,4,0,
1,0,0,0,5,6,5,5,5,2,
2,0,0,4,4,4,4,4,4,0,
3,2,2,2,5,5,7,7,7,1,
4,0,0,4,4,4,4,4,4,0,
5,2,2,2,2,2,2,2,2,1,
6,1,1,1,5,6,5,5,5,2,
7,1,3,1,5,6,5,5,5,2,
8,1,1,1,1,1,7,8,8,3,
9,2,2,2,5,5,7,7,7,1,
10,2,2,2,5,5,7,7,7,1,
11,2,2,2,5,5,7,7,7,1,
12,2,2,2,2,2,2,2,2,1,
13,2,2,2,2,2,2,7,7,1,
14,2,2,2,2,2,2,2,2,1,
15,2,2,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,2,2,1,
17,2,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,2,2,1,
21,2,2,2,2,2,2,2,2,1,
22,2,2,2,2,2,2,2,2,1,
23,1,3,3,3,3,3,3,3,4,
24,0,3,3,3,3,3,3,3,4,
25,0,0,2,0,0,7,7,7,1,
26,0,3,3,3,3,3,3,3,4,
27,1,1,1,1,1,1,1,1,3,
28,1,1,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,1,1,3,
30,1,1,1,1,1,1,6,9,3,
31,0,0,0,0,0,5,6,9,1,
32,0,0,0,0,5,6,6,9,1,
33,2,2,2,2,2,2,2,2,1,
34,1,1,1,1,1,1,1,9,3,
35,1,1,4,4,4,4,4,4,0,
36,1,1,1,1,1,1,8,8,3,
37,1,1,1,1,1,1,1,1,3,
38,1,1,1,1,1,1,1,1,3,
39,1,1,1,1,1,1,1,1,3,
40,2,3,3,2,6,6,6,6,4,
41,2,3,3,5,6,6,6,6,4,
42,2,2,2,2,6,6,6,6,4,
43,1,3,3,3,3,3,3,3,4,
44,1,1,1,1,1,1,1,1,3,
45,1,1,1,1,1,1,1,1,3,
46,1,1,1,1,1,1,1,1,3,
47,1,1,1,1,1,1,8,8,3,
48,1,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,1,3,
50,2,3,3,3,3,3,3,3,4,
51,1,1,1,1,1,1,1,1,3,
52,1,1,1,1,1,1,1,1,3,
53,1,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.09956712752395083,0.1230684999557065,0.12545771945497733,0.12298071243159478,0.13576300585752216,0.1329247507078762,0.1255786231925157,0.12489488384866347,0.1482870239096442,
NMI,0.53832622297549559,0.72881166809251119,0.83787457111540642,0.75961374619712363,0.84533475694403781,0.79881824765209375,0.77747705384868038,0.79397990413951758,1.0,
Silhoutte,0.12130693,0.17796521,0.18853585,0.20068207,0.2551973,0.28732543,0.3049445,0.34345605,0.25550935,
