,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,1,1,1,1,1,1,1,0,
1,1,1,1,5,5,5,5,2,
2,1,1,1,1,1,1,1,0,
3,2,2,4,4,4,4,4,1,
4,1,1,1,1,1,1,1,0,
5,1,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,1,0,
7,1,1,1,1,1,1,1,0,
8,1,1,1,1,1,7,7,0,
9,2,2,4,4,4,4,4,1,
10,1,1,1,1,1,1,1,0,
11,1,1,1,1,1,1,1,0,
12,1,1,1,1,1,1,1,0,
13,1,1,4,4,4,4,4,1,
14,1,1,4,4,4,4,4,1,
15,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,0,
23,2,2,4,4,4,4,4,1,
24,2,3,2,2,2,2,2,2,
25,1,3,3,3,3,3,3,2,
26,0,3,3,3,3,3,3,2,
27,1,1,1,2,2,2,2,2,
28,2,2,2,2,2,2,2,2,
29,2,2,2,2,2,2,2,2,
30,1,1,1,5,5,5,5,2,
31,0,0,0,5,5,5,5,2,
32,0,0,0,5,5,5,5,2,
33,2,2,2,2,2,2,2,2,
34,2,2,2,2,2,2,8,2,
35,1,1,1,1,1,1,8,0,
36,0,2,2,0,6,7,7,2,
37,2,2,2,2,2,2,2,2,
38,2,2,2,2,2,2,2,2,
39,2,2,2,2,2,2,2,2,
40,2,2,2,2,6,6,6,2,
41,1,1,1,1,6,6,6,2,
42,2,2,2,2,2,2,2,2,
43,1,3,3,3,3,3,3,2,
44,2,2,2,2,2,2,2,2,
45,2,3,3,3,3,3,3,2,
46,0,0,0,0,0,7,8,0,
47,2,2,2,2,2,2,2,2,
48,2,2,2,2,2,2,2,2,
49,2,2,2,2,2,2,2,2,
50,2,3,3,3,3,3,3,2,
51,2,3,3,3,6,7,7,2,
52,1,1,1,1,1,1,1,2,
53,2,2,2,2,2,2,2,2,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.09196216063287128,0.10896137553304455,0.12379503604794576,0.12290896635390708,0.12336192713866258,0.12352433979307804,0.11986097707287491,0.14622059779069368,
NMI,0.32683718992034827,0.36861109400852859,0.59180483711787901,0.65667650047463177,0.69346937706443956,0.6429013115962845,0.606517356826618,1.0,
Silhoutte,0.16358897,0.17838422,0.21883799,0.21102274,0.24458251,0.26790658,0.2669929,0.21767697,
