,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,2,2,4,4,6,6,6,6,0,0
1,1,1,2,5,5,5,5,5,0,1
2,2,2,4,4,6,6,6,6,0,0
3,2,3,4,4,4,4,4,4,2,2
4,2,2,4,4,6,6,6,6,0,0
5,2,2,2,2,5,5,6,6,0,0
6,1,3,3,5,5,5,5,5,0,1
7,0,3,3,5,3,2,8,8,0,3
8,0,3,3,3,6,6,8,8,0,3
9,2,3,4,4,4,4,4,4,2,2
10,0,0,4,4,5,4,4,4,2,1
11,2,2,4,2,6,2,2,2,0,4
12,1,0,3,5,5,5,5,5,0,1
13,2,2,4,4,4,4,4,4,2,2
14,2,2,2,2,2,2,2,2,2,5
15,2,2,2,2,2,2,2,2,2,5
16,1,3,1,1,1,7,7,7,4,6
17,2,2,2,2,2,2,2,2,2,5
18,2,2,2,2,2,2,2,2,2,5
19,2,2,2,2,2,2,2,9,2,7
20,2,2,2,2,2,2,2,2,2,5
21,1,3,3,5,5,5,5,5,0,1
22,99,99,99,99,99,99,99,99,99,99
23,2,3,4,4,4,4,4,4,2,2
24,2,3,4,4,4,4,4,4,2,2
25,1,3,4,4,4,4,4,9,2,7
26,2,2,2,2,2,2,2,2,2,5
27,99,99,99,99,99,99,99,99,99,99
28,1,1,1,1,1,1,1,1,4,8
29,1,1,1,1,1,1,1,1,4,8
30,1,3,3,3,3,3,3,3,2,7
31,0,3,3,3,3,3,3,3,2,7
32,0,3,3,3,3,3,3,3,2,7
33,2,2,3,3,6,6,6,6,0,0
34,1,1,1,1,1,1,1,1,4,8
35,2,2,4,5,6,6,6,6,0,0
36,99,99,99,99,99,99,99,99,99,99
37,99,99,99,99,99,99,99,99,99,99
38,1,1,1,1,1,7,7,7,4,6
39,1,1,1,1,1,7,7,7,4,6
40,1,1,1,1,1,1,1,1,4,8
41,1,1,1,1,1,1,1,1,4,8
42,99,99,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,1,1,4,8
44,1,1,1,1,1,7,7,7,4,6
45,99,99,99,99,99,99,99,99,99,99
46,1,1,1,1,1,7,7,7,4,6
47,99,99,99,99,99,99,99,99,99,99
48,1,1,1,1,1,7,7,7,4,6
49,1,1,1,1,1,1,1,1,4,8
50,1,1,1,1,1,1,1,1,4,8
51,1,1,1,1,1,1,1,1,4,8
52,0,0,0,0,0,5,8,2,0,4
53,1,1,1,1,1,1,1,1,4,8
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.14687265801374738,0.15289655363766413,0.18294301342342012,0.18034766968268318,0.21300291180916497,0.17986797005422725,0.1891734238316987,0.18829324701910377,0.2419319678086735,0.19340594103957104
NMI,0.37111545952251274,0.4397745851914257,0.5581703883111363,0.59935875412061124,0.7148129261233146,0.69019563335349055,0.696607706742015,0.66340616722751089,1.0,0.68690799883936571
