,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,2,2,2,2,2,2,2,0,
1,0,3,3,3,3,6,6,5,
2,2,2,2,2,2,2,2,0,
3,2,2,4,4,4,4,4,2,
4,2,2,2,2,2,2,2,0,
5,0,0,0,0,0,7,7,0,
6,0,3,3,3,6,6,6,5,
7,0,0,4,5,5,5,5,1,
8,0,0,0,5,5,5,5,1,
9,2,2,4,4,4,4,4,2,
10,1,1,4,4,4,4,4,2,
11,2,2,2,2,2,2,2,0,
12,2,2,2,2,2,2,2,0,
13,2,2,4,4,4,4,4,2,
14,2,2,4,5,5,4,4,2,
15,2,3,3,5,5,3,3,5,
16,2,3,3,3,3,3,3,5,
17,2,3,3,3,3,3,3,5,
18,1,3,3,3,3,3,3,5,
19,1,3,3,5,5,3,3,5,
20,2,3,3,3,3,3,3,5,
21,1,3,3,3,3,6,6,5,
22,99,99,99,99,99,99,99,99,
23,2,2,4,4,4,4,4,2,
24,0,3,3,3,6,7,8,5,
25,99,99,99,99,99,99,99,99,
26,2,3,3,3,3,3,3,5,
27,2,2,2,2,2,2,2,0,
28,1,1,1,1,1,1,1,6,
29,1,1,1,1,1,1,1,6,
30,1,1,1,1,1,1,1,6,
31,1,1,1,1,1,1,1,6,
32,1,1,1,1,1,1,1,6,
33,1,1,1,1,1,1,1,6,
34,0,3,3,3,3,3,3,5,
35,2,2,2,2,2,2,2,0,
36,1,1,1,1,1,1,1,6,
37,2,2,2,2,2,2,2,0,
38,1,1,1,1,1,1,1,6,
39,1,1,1,1,1,1,1,6,
40,1,1,1,1,1,1,1,6,
41,1,1,1,1,1,1,1,6,
42,99,99,99,99,99,99,99,99,
43,1,1,1,1,1,1,1,6,
44,1,1,1,1,1,1,1,6,
45,99,99,99,99,99,99,99,99,
46,99,99,99,99,99,99,99,99,
47,99,99,99,99,99,99,99,99,
48,99,99,99,99,99,99,99,99,
49,1,1,1,1,1,1,1,6,
50,1,1,1,5,5,5,5,6,
51,2,2,2,2,2,2,2,0,
52,2,2,2,2,2,2,2,0,
53,0,3,3,3,6,7,8,5,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.11981237064511649,0.18654802830035133,0.22894600956733388,0.21054410871988513,0.1992969254568298,0.21697124321207759,0.2162437678431258,0.23531730192223888,
NMI,0.49392807202878147,0.83586487787704733,0.93456164811776032,0.83968865628980671,0.80611879569780798,0.85400997263770717,0.86937121125245698,1.0,
Silhoutte,0.20261948,0.31814663,0.39565656,0.37441058,0.36736873,0.40374935,0.38260727,0.43872632,
