,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,0,3,3,3,3,3,3,3,1,
1,0,3,3,3,3,3,3,3,1,
2,0,3,3,3,3,3,3,3,1,
3,2,2,2,5,5,5,5,5,1,
4,0,3,3,3,3,3,3,3,1,
5,1,1,1,1,1,1,1,1,0,
6,0,3,3,3,3,7,8,9,1,
7,1,1,1,5,5,5,5,5,1,
8,0,0,2,2,6,6,6,6,4,
9,1,1,1,5,5,5,5,5,1,
10,1,1,1,5,5,5,5,5,1,
11,0,0,0,0,0,0,8,8,1,
12,1,1,1,1,1,1,1,1,0,
13,1,1,1,5,5,5,5,5,0,
14,1,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,1,0,
16,2,2,2,1,1,7,7,7,0,
17,1,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,1,0,
23,0,2,0,5,5,5,5,5,1,
24,2,2,2,5,5,5,5,9,4,
25,99,99,99,99,99,99,99,99,99,
26,1,1,1,5,1,1,1,9,0,
27,1,1,1,1,1,1,1,1,0,
28,2,2,1,4,4,4,4,4,4,
29,2,2,2,2,2,2,2,2,4,
30,2,2,4,4,4,4,4,4,4,
31,2,2,4,4,4,4,4,4,4,
32,2,2,4,4,4,4,4,4,4,
33,2,2,4,4,4,4,4,4,4,
34,0,0,0,0,2,2,2,2,4,
35,1,3,3,3,3,3,3,3,1,
36,0,0,2,2,6,6,6,6,4,
37,99,99,99,99,99,99,99,99,99,
38,0,0,0,0,5,7,7,7,0,
39,1,0,0,0,5,0,0,9,4,
40,2,2,2,2,2,2,2,2,4,
41,1,3,1,1,2,2,2,2,4,
42,99,99,99,99,99,99,99,99,99,
43,2,2,2,5,2,2,2,9,4,
44,2,2,2,2,2,2,2,2,4,
45,99,99,99,99,99,99,99,99,99,
46,2,2,2,2,6,6,2,8,4,
47,99,99,99,99,99,99,99,99,99,
48,1,3,2,2,6,6,6,6,4,
49,2,2,2,2,4,4,4,4,4,
50,2,2,2,2,2,2,2,2,4,
51,2,2,2,5,2,2,2,2,4,
52,1,2,1,5,5,5,5,5,1,
53,2,2,2,2,2,2,2,2,4,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.10238299178917429,0.12428346505161142,0.12921254298738763,0.13556496698412798,0.1388096303455845,0.13393332235908792,0.1335832566338996,0.1268012122084998,0.1654525317170976,
NMI,0.31513930914828298,0.40476684768650861,0.40491231320862353,0.51429513643825486,0.63696494847451168,0.61444016519279976,0.65774631728874422,0.59921237553186157,1.0,
Silhoutte,0.19898439,0.23642699,0.29073254,0.25585805,0.26414814,0.29054283,0.31279946,0.29960882,0.19766011,
