,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,2,3,3,3,3,3,3,0,
1,2,3,3,3,3,3,3,0,
2,2,3,3,3,3,3,3,0,
3,1,0,4,4,4,4,4,3,
4,2,3,3,3,3,3,3,0,
5,0,3,3,3,3,3,3,0,
6,0,3,3,5,5,5,8,0,
7,0,3,1,5,5,5,8,0,
8,1,1,1,5,5,5,5,0,
9,0,0,1,1,6,6,8,3,
10,0,3,3,5,5,5,5,0,
11,1,1,1,1,1,1,1,9,
12,0,3,3,5,5,5,5,0,
13,0,0,0,0,0,0,0,3,
14,2,2,2,2,2,2,2,1,
15,2,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,2,1,
17,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,2,1,
21,2,2,2,2,2,2,2,1,
22,99,99,99,99,99,99,99,99,
23,0,3,3,3,4,7,7,3,
24,0,3,4,5,6,7,7,3,
25,0,1,4,4,4,4,4,3,
26,0,3,3,5,6,7,7,3,
27,1,1,1,1,1,2,1,1,
28,1,1,1,1,1,1,1,9,
29,1,1,1,1,1,1,1,9,
30,0,0,4,4,4,4,4,3,
31,0,0,4,4,6,4,4,3,
32,1,1,4,4,4,4,4,3,
33,1,1,1,1,1,1,1,9,
34,1,1,4,4,4,4,4,9,
35,2,3,3,3,3,3,3,0,
36,1,1,1,1,1,1,1,9,
37,1,1,1,1,4,1,1,9,
38,1,1,1,1,1,1,1,9,
39,1,1,1,1,1,1,1,9,
40,0,3,4,5,6,6,6,4,
41,0,3,4,5,6,6,6,4,
42,0,3,4,5,6,6,6,4,
43,1,1,1,1,1,1,1,9,
44,1,1,1,1,1,1,1,9,
45,99,99,99,99,99,99,99,99,
46,99,99,99,99,99,99,99,99,
47,99,99,99,99,99,99,99,99,
48,99,99,99,99,99,99,99,99,
49,1,1,1,1,1,1,1,9,
50,1,3,3,1,6,1,1,9,
51,1,1,1,1,1,1,1,9,
52,1,1,1,1,1,1,1,9,
53,1,1,1,1,1,1,1,9,
54,1,1,1,1,1,1,1,9,
55,99,99,99,99,99,99,99,99,
Modularity,0.15304407329114453,0.1730122389096952,0.1664593259611446,0.17749958866339102,0.17543952459092177,0.19068049238165194,0.18405864563675592,0.20029650226329151,
NMI,0.55871250449520704,0.61556963427426958,0.59821428069805438,0.66599617735408922,0.72489948281000549,0.8381482889202807,0.78398016515409175,1.0,
Silhoutte,0.21066825,0.23922403,0.22468224,0.25451258,0.29139069,0.33334209,0.34395104,0.32908435,
