,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,0,0,0,5,5,5,5,5,0,
1,1,3,3,3,6,6,6,6,1,
2,2,2,2,2,2,2,2,2,1,
3,2,2,2,2,2,2,2,2,1,
4,0,0,0,5,5,5,5,5,0,
5,2,2,2,2,2,2,2,2,1,
6,1,2,3,3,6,6,6,6,1,
7,1,2,2,2,6,6,6,6,1,
8,0,0,0,0,4,7,7,7,3,
9,0,0,0,0,0,0,6,9,1,
10,2,2,2,2,2,2,2,2,1,
11,2,2,2,2,2,2,2,2,1,
12,2,3,3,3,3,3,3,3,1,
13,2,2,2,2,2,2,2,2,1,
14,2,3,3,3,3,3,3,9,1,
15,2,3,3,3,3,3,3,3,1,
16,1,1,1,1,1,1,1,1,3,
17,2,3,3,3,3,3,3,3,1,
18,2,3,3,3,3,3,3,3,1,
19,2,3,3,3,3,3,3,3,1,
20,2,3,3,3,3,3,3,3,1,
21,2,3,3,3,6,6,6,6,1,
22,2,3,3,3,3,3,3,3,1,
23,2,0,4,4,4,4,4,4,1,
24,2,3,4,4,4,4,4,4,1,
25,2,3,3,3,3,3,3,3,1,
26,2,3,3,3,3,3,3,3,1,
27,1,1,1,1,1,1,1,1,3,
28,1,1,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,1,1,3,
30,2,2,2,2,2,2,2,2,1,
31,2,2,2,2,2,2,2,2,1,
32,2,2,2,2,2,2,2,2,1,
33,2,2,2,2,2,2,2,2,1,
34,99,99,99,99,99,99,99,99,99,
35,1,1,1,5,5,1,1,1,3,
36,1,1,1,1,1,7,7,7,3,
37,2,2,4,4,6,4,8,8,3,
38,1,2,2,4,1,5,8,8,3,
39,1,1,1,1,1,1,1,1,3,
40,1,1,1,1,1,1,1,1,3,
41,0,0,4,4,4,4,4,9,1,
42,1,1,1,1,1,1,1,1,3,
43,0,0,4,4,4,4,4,4,3,
44,1,1,1,1,1,1,1,1,3,
45,1,1,1,1,1,1,1,1,3,
46,1,1,1,1,1,1,1,1,3,
47,2,1,4,4,6,4,8,8,3,
48,1,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,1,1,3,
51,1,1,1,1,1,1,1,1,3,
52,1,1,1,1,1,1,1,1,3,
53,1,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.11075816713716602,0.1290415829185183,0.12654836432868233,0.1283838206121,0.12998735261492264,0.1278939983540086,0.13195967873986247,0.12352905354255293,0.16162141681372838,
NMI,0.45065419058156608,0.54659846566305459,0.54295894942897394,0.58638072985853174,0.550279850939698,0.58264316237214242,0.63750437030021168,0.62762527644004074,1.0,
Silhoutte,0.18595497,0.22162855,0.2457481,0.26424651,0.27291413,0.28341546,0.34457248,0.34954945,0.22798456,
