,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,2,3,3,5,5,5,5,1,
1,99,99,99,99,99,99,99,99,
2,1,1,1,5,5,5,5,1,
3,1,1,1,1,1,1,1,4,
4,1,1,1,5,5,5,5,1,
5,0,0,4,4,4,4,4,1,
6,2,2,2,2,2,2,2,2,
7,2,2,2,2,2,2,2,2,
8,2,2,2,2,2,2,2,2,
9,1,3,3,3,3,3,8,2,
10,2,2,2,2,2,4,8,2,
11,0,0,4,4,0,0,0,2,
12,2,2,2,2,2,2,2,2,
13,2,2,2,5,6,6,6,1,
14,0,0,4,4,4,4,4,1,
15,2,2,2,2,2,2,2,2,
16,2,2,2,2,2,2,2,2,
17,2,2,2,2,2,2,2,2,
18,2,2,2,2,2,2,2,2,
19,2,2,2,2,2,2,2,2,
20,2,2,3,2,2,2,2,2,
21,2,2,2,2,2,2,2,2,
22,2,3,3,3,3,3,8,2,
23,0,0,4,4,4,4,4,1,
24,1,1,1,1,1,1,1,4,
25,1,1,1,1,1,1,1,4,
26,0,2,4,5,6,6,6,1,
27,1,1,1,1,1,1,1,1,
28,2,3,3,3,3,3,3,2,
29,1,1,4,4,4,1,1,1,
30,2,3,3,3,3,3,3,2,
31,2,3,3,3,3,3,3,2,
32,2,3,3,3,3,3,3,2,
33,2,3,3,3,3,3,3,2,
34,2,1,3,3,1,1,1,4,
35,0,0,4,5,5,5,5,1,
36,1,1,1,1,1,1,1,4,
37,1,1,1,1,1,1,1,4,
38,1,1,1,1,1,1,1,4,
39,1,1,1,1,1,1,1,4,
40,1,1,1,1,1,1,1,4,
41,1,1,1,1,1,1,1,4,
42,99,99,99,99,99,99,99,99,
43,2,0,0,0,5,7,7,1,
44,1,1,1,1,1,1,1,4,
45,1,1,1,5,6,6,6,1,
46,1,1,1,4,1,1,1,4,
47,1,1,1,1,1,1,1,4,
48,1,1,1,1,1,1,1,4,
49,1,1,1,1,1,1,1,4,
50,1,1,1,1,1,1,1,4,
51,1,1,4,5,6,6,6,1,
52,1,1,1,1,1,7,7,1,
53,1,1,1,1,1,1,1,4,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.09859955047755456,0.10714736986104373,0.10653402656302778,0.11909759649048425,0.12498939174166974,0.12076939121335933,0.11530048157270933,0.13695419631279346,
NMI,0.43153252498842526,0.50790774645012926,0.50650117885542789,0.61583037625212855,0.71701363402860152,0.66771703408374783,0.68225180036589683,1.0,
Silhoutte,0.16515441,0.19976356,0.17320115,0.21652386,0.26883299,0.297998,0.30381492,0.18848333,
