,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,1,2,2,3,3,3,3,3,2,
1,0,2,0,5,5,0,5,0,2,
2,1,2,2,3,3,3,3,3,2,
3,2,3,4,4,4,4,4,4,1,
4,1,1,1,1,1,1,1,1,0,
5,1,1,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,1,1,0,
7,1,1,1,1,1,1,1,1,0,
8,1,1,1,1,1,1,1,1,0,
9,1,3,4,4,4,4,4,4,1,
10,1,1,1,1,1,1,1,1,0,
11,1,1,1,1,1,1,1,1,0,
12,1,1,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,1,0,
14,1,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,1,0,
23,1,3,4,4,4,4,4,4,1,
24,1,1,3,1,6,6,6,6,2,
25,1,1,1,1,6,6,1,1,2,
26,0,0,0,0,3,3,3,9,2,
27,1,1,1,1,1,1,1,1,0,
28,1,1,1,1,1,1,1,1,0,
29,1,3,4,3,3,3,3,3,2,
30,0,0,4,4,6,6,8,8,1,
31,2,3,4,4,4,4,4,4,1,
32,1,1,4,4,6,7,8,8,1,
33,2,2,3,4,6,6,6,6,2,
34,2,2,3,2,2,4,4,9,2,
35,2,3,3,5,5,5,5,5,2,
36,1,1,1,1,1,1,1,1,2,
37,0,0,0,0,0,0,0,3,2,
38,2,2,2,2,2,2,2,2,2,
39,2,2,2,2,2,2,2,2,2,
40,2,2,2,2,2,2,2,2,2,
41,2,2,2,2,2,2,2,2,2,
42,2,2,2,2,2,2,2,2,2,
43,2,3,3,5,5,5,5,5,2,
44,2,2,3,5,6,6,6,6,2,
45,2,2,2,2,2,7,7,7,2,
46,2,3,3,5,6,6,6,6,2,
47,0,1,2,4,0,7,7,7,2,
48,2,2,3,2,2,2,2,2,2,
49,2,2,3,2,6,6,6,6,2,
50,1,1,1,1,1,1,1,1,2,
51,2,3,3,5,6,6,6,6,2,
52,1,3,2,3,3,3,3,3,2,
53,1,1,1,1,1,1,1,1,2,
54,0,3,3,5,5,5,5,5,2,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.08562778182799666,0.10324967324626007,0.11656195459152495,0.1146477592244097,0.11712986094974398,0.11439688964757605,0.11194363152271866,0.11136977490478019,0.15154352393467274,
NMI,0.29821798906675639,0.4242081026393682,0.60322031534766329,0.53359801508797344,0.55687601245451823,0.50346776764827039,0.54206591663032289,0.56740875464654317,1.0,
Silhoutte,0.15553567,0.19358427,0.24081052,0.28183409,0.28509821,0.29982653,0.30904329,0.31840144,0.23151501,
