,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,
0,1,1,4,5,5,5,0,
1,0,3,3,3,6,6,1,
2,1,1,4,5,5,5,0,
3,2,2,2,2,2,2,1,
4,1,1,4,5,5,5,0,
5,2,2,4,5,5,2,0,
6,2,3,3,3,6,6,1,
7,2,2,2,2,2,6,1,
8,1,1,1,1,1,1,2,
9,1,1,1,1,6,6,1,
10,2,2,2,2,2,2,1,
11,1,1,1,1,1,1,0,
12,2,2,2,2,2,2,1,
13,2,2,2,2,2,2,1,
14,2,2,2,2,2,2,1,
15,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,1,
17,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,1,
21,2,2,2,2,6,6,1,
22,2,2,2,2,2,2,1,
23,2,2,2,2,2,2,1,
24,2,2,2,2,2,2,1,
25,1,1,1,1,1,1,2,
26,2,2,2,2,2,2,1,
27,1,1,1,1,1,1,2,
28,1,3,3,3,3,7,2,
29,1,3,3,3,3,7,2,
30,0,3,3,3,3,3,0,
31,1,3,3,1,1,1,2,
32,1,1,1,1,1,1,2,
33,1,1,1,1,1,1,2,
34,1,1,1,1,1,1,2,
35,2,2,4,4,4,4,0,
36,1,1,1,1,1,1,2,
37,1,1,1,4,4,1,2,
38,1,1,1,1,1,1,2,
39,1,1,1,1,1,1,2,
40,1,1,1,1,1,7,2,
41,1,1,1,4,4,7,2,
42,1,1,1,1,1,7,2,
43,1,1,1,1,1,1,2,
44,1,1,1,1,1,1,2,
45,1,1,1,1,1,1,2,
46,1,1,1,1,1,1,2,
47,1,1,1,1,1,1,2,
48,1,1,1,1,1,1,2,
49,1,1,1,1,1,1,2,
50,1,3,3,3,3,3,2,
51,1,3,3,3,3,3,2,
52,0,3,3,3,3,3,0,
53,1,1,1,1,1,1,2,
54,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,
Modularity,0.07757309867671483,0.07275381842747486,0.08270354135126322,0.07573673571586648,0.07852164654351203,0.076582211744802,0.09679010145644185,
NMI,0.59348782609160666,0.43193128957166849,0.61305954916079708,0.56694698006503286,0.66639109852636802,0.63911336917005945,1.0,
Silhoutte,0.14397838,0.1741043,0.23903136,0.23704015,0.27101655,0.23282512,0.23294232,
