,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,1,3,3,3,3,3,3,0,
1,1,3,4,4,4,4,4,1,
2,1,3,3,3,3,3,3,0,
3,1,3,3,5,5,6,8,3,
4,1,3,3,3,3,3,3,0,
5,1,3,3,3,3,3,3,0,
6,1,1,4,4,4,4,4,1,
7,2,2,2,2,2,7,7,1,
8,2,2,2,2,2,7,7,4,
9,0,1,3,3,6,7,6,3,
10,1,2,4,4,4,4,4,1,
11,2,2,4,4,4,4,7,1,
12,2,2,4,4,4,4,4,1,
13,2,2,2,2,6,6,8,1,
14,1,1,1,3,6,7,6,3,
15,2,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,2,1,
17,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,2,1,
21,2,2,2,2,2,2,2,1,
22,99,99,99,99,99,99,99,99,
23,0,3,3,5,5,6,5,3,
24,2,3,3,5,5,5,5,3,
25,1,1,1,1,1,1,1,3,
26,0,3,3,5,5,6,8,3,
27,2,2,2,2,2,2,2,1,
28,1,1,1,1,1,1,1,4,
29,1,1,1,1,1,1,1,4,
30,1,1,1,1,1,1,1,1,
31,1,3,3,3,1,1,6,3,
32,1,1,1,1,1,1,1,1,
33,1,1,1,1,1,1,1,3,
34,1,1,1,1,1,1,1,4,
35,0,3,3,3,3,3,3,0,
36,1,1,1,1,1,7,7,4,
37,1,1,1,1,6,7,4,4,
38,1,1,1,1,1,1,1,4,
39,1,1,1,1,1,1,1,4,
40,2,2,2,5,5,5,5,3,
41,2,2,2,5,5,5,5,3,
42,1,1,1,1,1,1,1,4,
43,2,2,4,5,5,5,5,3,
44,1,1,1,1,1,1,1,4,
45,99,99,99,99,99,99,99,99,
46,99,99,99,99,99,99,99,99,
47,99,99,99,99,99,99,99,99,
48,99,99,99,99,99,99,99,99,
49,1,1,1,1,1,1,1,4,
50,1,1,1,1,1,5,1,3,
51,1,1,1,1,1,1,1,4,
52,1,1,1,1,1,1,1,4,
53,1,1,1,1,1,1,1,4,
54,1,1,1,1,1,1,1,4,
55,99,99,99,99,99,99,99,99,
Modularity,0.041936840584087004,0.07111453787033295,0.07795820759185848,0.11452762530761275,0.11336386385565066,0.1050459103275847,0.10677595898809401,0.1263262451525546,
NMI,0.26045886153688402,0.40572792160487958,0.46193314820941889,0.60632350419879266,0.58037781573898717,0.56500470738393815,0.56685067425603541,1.0,
Silhoutte,0.12526393,0.1742514,0.19040412,0.26386927,0.2992062,0.29336715,0.29902475,0.24970167,
