,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,
0,0,3,4,4,4,4,0,
1,1,1,1,5,6,6,1,
2,0,3,4,4,4,4,0,
3,2,2,2,2,2,2,1,
4,0,3,4,4,4,4,0,
5,2,2,2,2,2,2,1,
6,0,1,1,5,6,6,1,
7,1,1,1,5,6,6,1,
8,2,2,2,2,2,1,2,
9,1,3,4,5,5,5,1,
10,1,3,4,5,5,5,1,
11,1,3,4,5,5,5,1,
12,2,2,2,2,2,2,1,
13,2,3,4,5,5,5,1,
14,2,2,2,5,5,5,1,
15,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,1,
17,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,1,
21,2,2,2,2,2,2,1,
22,2,2,2,2,2,2,1,
23,1,3,3,3,3,3,3,
24,0,3,3,3,3,3,3,
25,1,1,1,1,1,3,3,
26,0,3,3,3,3,3,3,
27,1,1,1,1,1,1,2,
28,1,1,1,1,1,1,2,
29,1,1,1,1,1,1,2,
30,2,1,1,1,1,1,1,
31,0,3,3,3,3,7,1,
32,2,3,3,3,3,7,1,
33,2,2,2,2,2,2,1,
34,1,1,1,1,1,1,2,
35,1,1,4,4,1,1,2,
36,1,1,1,1,1,1,2,
37,1,1,1,1,1,1,2,
38,2,2,2,2,2,0,3,
39,1,1,1,1,1,1,2,
40,2,2,2,5,6,7,3,
41,2,0,3,5,6,7,3,
42,2,2,2,5,6,7,3,
43,2,3,3,3,3,3,3,
44,1,1,1,1,1,1,2,
45,1,1,1,1,1,1,2,
46,1,1,1,1,1,1,2,
47,1,1,1,1,1,1,2,
48,1,1,1,1,1,1,2,
49,1,1,1,1,1,1,2,
50,2,3,3,3,3,3,3,
51,1,1,1,1,1,1,2,
52,1,1,1,1,1,1,2,
53,1,1,1,1,1,1,2,
54,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,
Modularity,0.06735812339233088,0.09409113468578548,0.09870740237330126,0.1270726543831529,0.12543080074185597,0.13108499221745204,0.1478721675401559,
NMI,0.36864910746322904,0.38158667737319413,0.40175905069729106,0.5141561358778185,0.55523285214900353,0.72945789371521497,1.0,
Silhoutte,0.0782289,0.08874326,0.1405449,0.2165466,0.27085264,0.33572224,0.21502815,
