,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,1,3,4,3,3,3,3,0,
1,1,3,4,3,3,3,3,0,
2,1,3,4,3,3,3,3,0,
3,0,3,2,3,6,6,6,1,
4,1,3,3,3,3,3,3,0,
5,2,3,4,4,4,4,4,0,
6,1,3,4,3,3,3,3,0,
7,1,3,4,4,3,3,3,0,
8,0,0,4,4,4,4,4,0,
9,2,3,2,3,6,6,6,1,
10,0,0,4,4,4,4,4,0,
11,0,0,4,4,4,4,4,0,
12,2,3,4,4,4,4,4,0,
13,1,1,3,3,6,6,6,1,
14,2,2,3,5,5,5,5,0,
15,2,2,3,5,5,5,5,0,
16,2,2,3,5,5,5,5,0,
17,2,2,3,5,5,5,5,0,
18,2,2,3,5,5,5,5,0,
19,2,2,3,5,5,5,5,0,
20,2,2,3,5,5,5,5,0,
21,2,2,3,5,5,5,5,0,
22,1,1,1,1,1,1,1,2,
23,2,3,2,3,6,6,6,1,
24,2,3,2,3,6,6,6,1,
25,1,1,1,1,1,1,1,2,
26,1,1,3,5,5,5,5,0,
27,1,1,1,1,1,1,1,2,
28,1,1,1,1,1,1,1,2,
29,1,1,1,1,1,1,1,2,
30,2,3,2,2,2,2,2,1,
31,2,3,2,2,2,2,2,1,
32,2,3,2,2,2,2,2,1,
33,2,1,2,2,2,2,2,1,
34,2,3,2,2,2,2,2,1,
35,0,3,4,3,3,3,3,0,
36,1,1,1,1,1,1,8,2,
37,1,1,1,1,1,7,7,2,
38,1,1,1,1,1,7,7,2,
39,1,1,1,1,1,1,1,2,
40,1,1,1,1,1,1,7,2,
41,0,0,0,0,0,7,7,2,
42,1,1,1,1,1,1,1,2,
43,1,1,1,1,1,1,1,2,
44,1,1,1,1,1,1,1,2,
45,1,1,1,1,1,1,1,2,
46,1,1,1,1,1,1,1,2,
47,1,1,1,1,1,1,1,2,
48,1,1,1,1,1,1,1,2,
49,1,1,1,1,1,1,1,2,
50,1,1,1,2,2,2,2,1,
51,1,1,1,1,1,1,1,2,
52,1,1,1,1,1,1,1,2,
53,1,1,1,1,1,1,1,2,
54,1,1,1,1,1,1,1,2,
55,99,99,99,99,99,99,99,99,
Modularity,0.09804660932487878,0.17562915596018636,0.22079652342284922,0.2056684416292774,0.213336441582657,0.20724106958632613,0.20132032587889667,0.23656947710375242,
NMI,0.31140372550474732,0.49649837770535882,0.76216258224715094,0.71897249632211346,0.79314369103128579,0.77329214762611476,0.75174078601362793,1.0,
Silhoutte,0.02742385,0.16559419,0.24984546,0.23782028,0.31372389,0.35183417,0.37681586,0.18878549,
