,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,0,3,3,3,3,3,3,1,
1,0,3,3,3,3,3,3,1,
2,0,3,3,3,3,3,3,1,
3,2,2,4,5,5,5,5,1,
4,1,3,3,3,3,3,3,1,
5,1,1,1,1,1,1,1,0,
6,0,3,3,3,3,7,3,1,
7,1,1,1,1,5,5,5,1,
8,1,2,2,2,6,6,6,4,
9,1,1,1,5,5,5,5,1,
10,1,1,1,5,5,5,5,1,
11,0,0,0,0,0,0,0,1,
12,1,1,1,1,1,1,1,0,
13,1,1,1,1,5,5,1,0,
14,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,0,
16,2,3,3,1,1,1,8,0,
17,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,0,
23,0,0,0,5,5,5,5,1,
24,2,2,2,5,5,7,7,4,
25,99,99,99,99,99,99,99,99,
26,1,1,1,5,6,7,7,0,
27,1,1,1,1,1,1,1,0,
28,1,2,1,4,4,4,4,4,
29,2,2,2,2,2,2,2,4,
30,2,2,4,4,4,4,4,4,
31,2,2,4,4,4,4,4,4,
32,2,2,4,4,4,4,4,4,
33,2,2,4,4,4,4,4,4,
34,2,2,2,2,2,2,2,4,
35,1,3,3,3,3,3,3,1,
36,2,2,2,2,6,6,6,4,
37,99,99,99,99,99,99,99,99,
38,0,3,3,5,5,7,8,0,
39,1,0,0,0,5,7,0,4,
40,2,2,2,2,2,2,2,4,
41,2,2,2,2,2,2,2,4,
42,99,99,99,99,99,99,99,99,
43,2,2,2,5,2,7,7,4,
44,2,2,2,2,2,2,2,4,
45,99,99,99,99,99,99,99,99,
46,2,2,2,2,2,2,2,4,
47,99,99,99,99,99,99,99,99,
48,2,2,2,2,6,6,6,4,
49,2,2,2,2,2,2,2,4,
50,2,2,2,2,2,2,2,4,
51,2,2,2,2,2,2,2,4,
52,1,1,1,1,1,5,5,1,
53,2,2,2,2,2,2,2,4,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.11793137032148931,0.14184991151142018,0.13882352463909636,0.13686630517718623,0.1267657375098224,0.12461832742583302,0.12254919330742568,0.15300071208841795,
NMI,0.42059540964935016,0.59463944282329495,0.50556859845163904,0.57276239314089283,0.56214581260292806,0.62226741670718166,0.68490538771584242,1.0,
Silhoutte,0.2284341,0.25239877,0.28779836,0.26443019,0.26987559,0.29514407,0.31141168,0.19626938,
