,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,1,3,1,5,6,6,6,6,0,
1,1,0,1,1,1,6,8,8,2,
2,2,2,2,2,2,2,2,2,2,
3,2,3,4,4,4,4,4,4,0,
4,0,0,1,5,6,6,6,6,0,
5,2,2,2,2,2,2,2,2,2,
6,1,0,1,1,1,6,8,8,2,
7,2,2,3,3,3,5,5,3,2,
8,2,2,2,2,2,2,2,2,2,
9,2,3,4,4,4,4,4,4,0,
10,0,3,1,5,6,6,6,6,0,
11,2,2,2,2,2,2,2,2,2,
12,1,1,3,3,3,3,3,3,1,
13,2,1,3,3,3,3,3,3,1,
14,2,2,2,2,2,2,2,2,2,
15,2,1,3,3,3,3,3,5,0,
16,2,2,2,2,2,2,2,2,2,
17,2,2,2,2,2,2,2,2,2,
18,2,2,2,2,2,2,2,2,2,
19,0,3,4,4,4,4,4,4,0,
20,2,3,3,3,3,3,3,3,0,
21,2,2,2,2,6,6,8,8,2,
22,2,1,4,4,4,4,3,3,0,
23,1,1,3,3,3,3,3,3,1,
24,1,1,3,3,3,3,3,3,1,
25,2,2,3,2,3,3,3,2,2,
26,1,1,3,5,5,3,3,5,3,
27,1,3,1,1,1,1,1,1,3,
28,2,2,4,4,4,4,4,4,0,
29,1,3,1,1,1,1,1,1,3,
30,2,3,4,4,4,4,4,4,0,
31,2,2,4,4,4,4,4,4,0,
32,2,2,4,4,4,4,4,4,0,
33,2,3,4,4,4,4,4,4,0,
34,1,3,1,1,5,5,5,9,3,
35,1,3,1,1,1,1,1,1,3,
36,0,0,0,5,5,5,5,9,3,
37,1,3,1,1,1,1,1,1,3,
38,1,3,1,1,1,1,1,1,3,
39,2,3,1,1,1,1,1,1,3,
40,2,3,3,3,3,7,7,7,3,
41,1,3,1,1,1,7,7,7,3,
42,2,3,1,1,1,7,7,7,3,
43,1,3,1,1,1,3,3,5,3,
44,1,3,1,1,1,1,1,1,3,
45,1,2,3,5,5,5,5,5,3,
46,1,1,3,3,3,3,3,3,1,
47,2,2,2,2,2,2,2,2,2,
48,1,3,1,1,1,1,1,1,3,
49,1,3,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,1,1,3,
51,1,1,3,3,3,3,3,3,1,
52,1,1,3,3,3,3,3,3,1,
53,1,3,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.09412064021983896,0.0806455120245331,0.12020217132848965,0.12710688290078612,0.11960549226445917,0.12279073940620229,0.1232478121647132,0.12717351755887726,0.15411327366794467,
NMI,0.29698124078897992,0.45652477326191776,0.54290304272066336,0.64666864677086644,0.62236911038431064,0.6141768361351726,0.63233670278159693,0.6948302950561035,1.0,
Silhoutte,0.08279358,0.06854755,0.11360544,0.15165935,0.15921389,0.18865873,0.23163168,0.25207521,0.12320564,
