,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,1,3,3,3,3,3,3,0,0
1,1,3,4,4,4,4,4,1,1
2,1,3,3,3,3,3,3,0,0
3,1,3,3,5,5,6,8,3,2
4,1,3,3,3,3,3,3,0,0
5,1,3,3,3,3,3,3,0,0
6,1,1,4,4,4,4,4,1,1
7,2,2,2,2,2,7,7,1,3
8,2,2,2,2,2,7,7,4,3
9,0,1,3,3,6,7,6,3,4
10,1,2,4,4,4,4,4,1,5
11,2,2,4,4,4,4,7,1,5
12,2,2,4,4,4,4,4,1,5
13,2,2,2,2,6,6,8,1,3
14,1,1,1,3,6,7,6,3,4
15,2,2,2,2,2,2,2,1,6
16,2,2,2,2,2,2,2,1,6
17,2,2,2,2,2,2,2,1,6
18,2,2,2,2,2,2,2,1,6
19,2,2,2,2,2,2,2,1,6
20,2,2,2,2,2,2,2,1,6
21,2,2,2,2,2,2,2,1,6
22,99,99,99,99,99,99,99,99,99
23,0,3,3,5,5,6,5,3,4
24,2,3,3,5,5,5,5,3,7
25,1,1,1,1,1,1,1,3,2
26,0,3,3,5,5,6,8,3,3
27,2,2,2,2,2,2,2,1,6
28,1,1,1,1,1,1,1,4,2
29,1,1,1,1,1,1,1,4,2
30,1,1,1,1,1,1,1,1,3
31,1,3,3,3,1,1,6,3,3
32,1,1,1,1,1,1,1,1,3
33,1,1,1,1,1,1,1,3,2
34,1,1,1,1,1,1,1,4,2
35,0,3,3,3,3,3,3,0,8
36,1,1,1,1,1,7,7,4,3
37,1,1,1,1,6,7,4,4,8
38,1,1,1,1,1,1,1,4,8
39,1,1,1,1,1,1,1,4,2
40,2,2,2,5,5,5,5,3,7
41,2,2,2,5,5,5,5,3,7
42,1,1,1,1,1,1,1,4,2
43,2,2,4,5,5,5,5,3,7
44,1,1,1,1,1,1,1,4,2
45,99,99,99,99,99,99,99,99,99
46,99,99,99,99,99,99,99,99,99
47,99,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99,99
49,1,1,1,1,1,1,1,4,2
50,1,1,1,1,1,5,1,3,2
51,1,1,1,1,1,1,1,4,2
52,1,1,1,1,1,1,1,4,2
53,1,1,1,1,1,1,1,4,2
54,1,1,1,1,1,1,1,4,2
55,99,99,99,99,99,99,99,99,99
Modularity,0.041936840584087004,0.07111453787033295,0.07795820759185848,0.11452762530761275,0.11336386385565066,0.1050459103275847,0.10677595898809401,0.1263262451525546,0.08910671183791455
NMI,0.26045886153688402,0.40572792160487958,0.46193314820941889,0.60632350419879266,0.58037781573898717,0.56500470738393815,0.56685067425603541,1.0,0.57675775622504311
