,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,1,3,3,3,3,3,3,0,
1,1,3,3,3,3,3,3,0,
2,1,3,3,3,3,3,3,0,
3,2,3,4,5,6,6,6,1,
4,2,2,2,2,2,2,2,1,
5,2,2,2,2,2,2,6,1,
6,1,1,1,5,6,6,6,1,
7,2,2,2,2,6,6,6,1,
8,2,2,2,2,2,2,2,1,
9,1,3,3,3,3,3,3,0,
10,2,2,2,2,5,7,7,2,
11,2,2,2,2,2,2,2,1,
12,2,2,2,2,2,2,2,1,
13,0,1,1,5,6,6,6,1,
14,2,1,1,1,1,1,8,1,
15,2,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,2,1,
17,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,2,1,
21,1,3,3,3,3,3,3,0,
22,2,2,2,2,2,2,2,1,
23,0,3,4,5,6,6,6,1,
24,1,1,1,1,5,5,5,2,
25,0,0,0,0,0,7,8,1,
26,2,1,1,1,1,7,7,1,
27,1,1,1,1,1,1,1,2,
28,1,1,4,4,4,4,4,2,
29,1,1,1,1,1,1,1,2,
30,2,1,4,4,4,4,4,2,
31,2,0,4,4,4,4,4,2,
32,0,3,4,4,4,4,4,0,
33,2,1,4,4,4,4,4,2,
34,1,1,1,1,1,1,1,2,
35,1,1,1,1,1,1,1,2,
36,1,3,3,3,3,3,3,0,
37,1,3,3,3,3,3,3,0,
38,1,1,1,1,1,1,1,2,
39,2,2,2,2,2,2,2,1,
40,1,1,1,5,5,5,5,2,
41,1,1,1,5,5,5,5,2,
42,1,1,1,5,5,5,5,2,
43,1,1,1,5,5,5,5,2,
44,1,1,1,1,1,1,1,2,
45,2,2,0,0,6,6,6,2,
46,1,1,1,1,1,1,1,2,
47,1,1,1,1,1,1,1,2,
48,1,1,1,1,1,1,1,2,
49,1,1,1,1,1,1,1,2,
50,1,1,1,1,1,1,1,2,
51,1,3,4,1,1,1,7,2,
52,1,3,3,3,3,3,3,0,
53,1,1,1,1,1,1,1,2,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.11877463580958045,0.1922212503768062,0.19842347247054018,0.19407758290129828,0.1951464600259154,0.19522729089917212,0.19669891015528004,0.2624984114889162,
NMI,0.3982555659206049,0.48077932771224119,0.50682065782363039,0.52042043487033585,0.61006326817601719,0.60555059980766202,0.63185458927788463,1.0,
Silhoutte,0.07082794,0.17876211,0.23717361,0.26279198,0.27366543,0.27716162,0.30624118,0.25658001,
