,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,1,1,1,1,1,1,1,1,1,0,
1,0,0,0,2,6,6,6,6,6,0,
2,1,3,3,3,3,3,8,8,8,1,
3,1,3,4,4,4,4,4,4,4,1,
4,1,1,1,1,1,1,1,1,1,0,
5,1,1,1,1,1,1,1,1,1,0,
6,0,0,0,2,6,6,6,6,6,0,
7,1,1,1,1,6,6,6,6,6,0,
8,1,1,1,1,1,1,1,1,1,0,
9,1,3,3,3,3,3,8,8,8,1,
10,1,3,3,3,3,3,8,8,8,1,
11,2,2,4,1,1,4,4,2,2,0,
12,1,1,1,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,1,1,0,
14,1,1,1,1,1,1,1,1,1,0,
15,1,1,2,5,5,5,5,5,5,0,
16,1,1,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,1,1,0,
18,1,1,2,5,5,5,5,5,5,0,
19,2,2,2,5,5,5,5,5,5,0,
20,1,1,2,5,5,5,5,5,5,0,
21,0,1,0,5,6,6,6,9,9,0,
22,1,1,2,5,5,5,5,5,5,0,
23,2,3,4,4,4,4,4,4,4,2,
24,2,2,4,4,4,2,2,9,9,2,
25,1,3,4,3,3,3,4,4,8,1,
26,2,2,4,2,2,2,2,9,9,2,
27,2,2,0,1,6,1,1,2,2,2,
28,1,1,1,1,1,1,1,1,1,0,
29,2,2,4,2,2,2,2,2,2,2,
30,0,3,3,3,3,3,3,3,3,1,
31,0,3,3,3,3,3,3,3,3,1,
32,0,3,3,3,3,3,3,3,3,1,
33,0,3,3,3,3,3,3,3,3,1,
34,0,0,0,0,0,0,3,8,10,2,
35,2,2,4,4,4,4,4,4,4,2,
36,0,0,2,2,2,1,8,8,8,2,
37,2,2,2,2,2,7,8,8,8,2,
38,1,0,2,0,0,7,7,7,7,2,
39,2,2,2,2,2,6,8,2,2,2,
40,0,0,0,0,6,7,7,7,7,2,
41,0,0,0,2,2,7,7,7,7,2,
42,1,0,1,3,6,7,7,7,7,2,
43,2,2,4,4,4,4,4,4,4,2,
44,2,2,4,2,2,4,4,2,2,2,
45,2,2,4,2,2,2,2,9,9,2,
46,2,2,4,4,4,4,4,4,4,2,
47,2,2,2,2,2,2,2,9,9,2,
48,2,2,4,2,2,4,4,2,2,2,
49,2,2,2,2,2,6,1,2,2,2,
50,2,2,4,4,4,4,4,4,4,2,
51,2,2,4,4,4,4,4,4,4,2,
52,2,2,4,4,4,4,4,4,4,2,
53,2,2,4,4,4,4,4,4,4,2,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.1088468708429195,0.13414888496956062,0.10877785087697722,0.11341296629297962,0.12159894344288288,0.11814777336436216,0.10478799540994045,0.10279960172816338,0.10229973853452529,0.15042150166551324,
NMI,0.33297880922851986,0.65239052109860729,0.4351894641041934,0.55792280192038202,0.63541262404145127,0.51689511290216827,0.44694766493577215,0.51183817185815028,0.53205426297499681,1.0,
Silhoutte,0.09682788,0.1355593,0.14153421,0.13635928,0.16647879,0.16967797,0.18213601,0.20980001,0.21113907,0.09304231,
