,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,2,2,4,5,5,5,5,5,3,
1,99,99,99,99,99,99,99,99,99,
2,2,2,4,5,5,5,5,5,3,
3,1,1,4,4,4,4,4,4,1,
4,2,2,4,5,5,5,5,5,3,
5,1,3,3,3,3,3,3,3,3,
6,1,1,1,1,1,1,1,1,1,
7,1,1,1,3,3,3,3,3,1,
8,1,1,1,1,1,1,1,1,1,
9,1,3,4,4,4,4,4,4,1,
10,1,1,1,1,1,1,1,1,1,
11,0,0,0,0,0,7,8,8,2,
12,1,1,4,4,4,4,4,4,1,
13,0,1,1,5,6,6,6,6,3,
14,0,3,3,3,3,3,3,3,3,
15,1,1,1,1,1,1,1,1,1,
16,1,1,1,1,1,1,1,1,1,
17,1,1,1,1,1,1,1,1,1,
18,1,1,1,1,1,1,1,1,1,
19,1,1,1,1,1,1,1,1,1,
20,1,1,4,4,4,4,4,4,1,
21,1,1,1,1,1,1,1,1,1,
22,1,3,4,4,4,4,4,4,3,
23,0,3,3,3,3,3,3,3,3,
24,2,2,2,2,2,2,2,2,2,
25,2,2,2,2,2,2,2,2,2,
26,0,3,1,5,6,6,6,6,3,
27,2,3,3,3,3,3,3,3,3,
28,1,3,4,4,4,4,4,4,1,
29,0,3,3,3,3,3,3,3,3,
30,1,1,4,4,4,4,4,4,1,
31,1,1,4,4,4,4,4,4,1,
32,1,1,4,4,4,4,4,4,1,
33,1,1,4,4,4,4,4,4,1,
34,1,1,4,4,4,4,4,4,1,
35,2,3,3,5,5,5,5,5,3,
36,2,2,2,2,2,7,7,7,2,
37,2,2,2,2,2,7,7,7,2,
38,2,2,2,2,2,7,7,9,2,
39,2,1,1,2,2,1,7,7,2,
40,2,2,2,2,2,2,2,2,2,
41,2,2,2,2,2,2,2,2,2,
42,2,2,2,2,2,2,2,2,2,
43,0,0,0,0,5,5,5,9,3,
44,2,2,2,2,2,2,2,2,2,
45,0,3,3,5,6,6,6,6,3,
46,1,1,3,3,3,7,8,8,2,
47,2,2,2,2,2,7,7,7,2,
48,2,2,2,2,2,2,2,2,2,
49,2,2,2,2,2,2,2,2,2,
50,2,2,2,2,2,2,2,2,2,
51,0,3,3,3,6,6,6,6,3,
52,2,2,2,2,5,2,2,2,2,
53,2,2,2,2,2,7,7,7,2,
54,0,0,0,0,0,2,0,9,3,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.15990767908582737,0.1595093205433062,0.14826969968387296,0.1634720244909834,0.1605270158876187,0.15057082857888354,0.15087208180520073,0.1476630241357143,0.18698536591201273,
NMI,0.58077363479314725,0.52952045316476659,0.52969801443346265,0.65270948303322207,0.6076586168882927,0.59919721609918042,0.65867179198990544,0.62950899801443183,1.0,
Silhoutte,0.15004736,0.14651647,0.15236273,0.2224158,0.23571252,0.22385593,0.2608197,0.2617464,0.18571188,
