,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,0,3,3,3,3,3,3,1,
1,0,3,3,3,3,3,3,1,
2,0,3,3,3,3,3,3,1,
3,1,2,4,5,5,5,5,1,
4,1,3,3,3,3,3,3,1,
5,1,1,1,1,1,1,1,0,
6,2,3,3,3,3,7,3,1,
7,1,1,1,1,5,5,5,1,
8,1,1,2,2,6,6,6,6,
9,1,1,1,1,5,5,5,1,
10,1,1,1,1,5,5,5,1,
11,0,0,0,0,0,0,0,1,
12,1,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,0,
14,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,0,
16,2,1,2,1,1,7,7,0,
17,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,0,
23,0,0,0,5,5,5,5,1,
24,2,2,2,5,5,5,8,6,
25,99,99,99,99,99,99,99,99,
26,1,1,1,1,1,7,8,0,
27,1,1,1,1,1,1,1,0,
28,1,2,1,4,4,4,1,3,
29,2,2,2,2,2,2,2,6,
30,2,2,4,4,4,4,4,3,
31,2,2,4,4,4,4,4,3,
32,2,2,4,4,4,4,4,3,
33,2,2,4,4,4,4,4,3,
34,2,2,2,2,2,2,2,6,
35,1,3,3,3,3,3,3,1,
36,2,2,2,2,6,6,6,6,
37,99,99,99,99,99,99,99,99,
38,0,3,3,5,5,7,7,0,
39,1,0,0,0,0,0,0,6,
40,2,2,2,2,2,2,2,6,
41,2,1,2,2,2,2,2,6,
42,99,99,99,99,99,99,99,99,
43,2,2,2,5,2,2,8,6,
44,2,2,2,2,2,2,2,6,
45,99,99,99,99,99,99,99,99,
46,2,2,2,2,2,2,1,6,
47,99,99,99,99,99,99,99,99,
48,2,2,2,2,6,6,6,6,
49,2,2,2,2,2,2,2,6,
50,2,2,2,2,2,2,2,6,
51,2,2,2,5,2,2,2,6,
52,1,1,1,1,1,1,1,1,
53,2,2,2,2,2,2,2,6,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.10648057253882243,0.1300758041195005,0.13158161733756432,0.13388897569078154,0.12822914225133855,0.11988701755705612,0.11399738735636733,0.14759435607311966,
NMI,0.36807602640865295,0.47437390687582826,0.60137645430980435,0.66861911658758599,0.71936722965001032,0.70072587407479248,0.63719496832107758,1.0,
Silhoutte,0.23215293,0.24161667,0.28946421,0.29004449,0.27960529,0.29482919,0.31604671,0.22088869,
