,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,0,0,0,0,6,6,6,6,6,0,
1,2,3,1,3,1,7,7,7,7,0,
2,1,3,3,3,3,3,3,3,3,1,
3,1,1,4,4,4,4,8,8,4,0,
4,0,0,0,0,6,6,6,6,6,0,
5,1,1,2,2,2,2,2,2,2,0,
6,2,2,2,1,1,7,7,7,7,0,
7,1,1,4,4,4,7,7,7,7,0,
8,1,1,2,5,5,7,7,1,10,0,
9,1,1,4,4,4,4,4,8,4,0,
10,1,1,4,4,4,4,4,8,4,0,
11,0,0,0,1,1,1,1,9,9,2,
12,1,1,2,2,2,2,2,2,2,0,
13,1,1,4,4,4,4,8,8,4,0,
14,0,0,2,2,2,2,2,2,2,0,
15,1,1,2,2,2,2,2,2,2,0,
16,2,3,3,3,3,3,1,3,3,1,
17,1,1,2,2,2,2,2,2,2,0,
18,1,1,2,2,2,2,2,2,2,0,
19,1,1,2,2,2,2,2,2,2,0,
20,1,3,3,3,3,3,3,3,3,1,
21,1,1,2,2,2,7,7,7,7,0,
22,1,3,3,3,3,3,3,3,3,1,
23,1,1,4,4,4,4,4,8,4,0,
24,2,1,4,4,4,4,4,4,4,0,
25,1,1,2,2,2,2,2,2,2,0,
26,1,1,4,0,0,2,8,9,9,0,
27,2,2,1,1,1,1,1,4,1,2,
28,2,3,3,3,3,3,3,3,3,1,
29,2,2,1,1,1,1,1,4,1,2,
30,1,3,3,3,3,3,3,3,3,1,
31,2,3,3,3,3,3,3,3,3,1,
32,0,3,3,3,3,3,3,3,3,1,
33,1,3,3,3,3,3,3,3,3,1,
34,2,2,1,1,1,1,0,4,8,1,
35,2,2,1,1,6,6,6,4,1,2,
36,0,0,1,5,1,1,1,1,10,2,
37,1,1,4,5,0,0,1,1,8,2,
38,1,1,4,4,4,4,4,1,8,2,
39,2,2,1,1,1,1,1,4,1,2,
40,2,2,1,5,5,5,5,5,5,2,
41,1,1,2,5,5,5,5,5,5,2,
42,2,2,1,5,5,5,5,5,5,2,
43,2,2,1,5,5,5,5,4,1,2,
44,2,2,1,1,1,1,1,4,1,2,
45,2,2,1,1,0,7,8,9,9,2,
46,2,2,1,1,1,1,1,4,1,2,
47,2,2,1,1,1,1,1,1,1,2,
48,2,2,1,1,1,1,1,4,1,2,
49,2,2,1,1,1,3,3,4,3,1,
50,2,2,1,1,1,4,4,4,1,2,
51,2,2,4,4,4,4,4,4,1,0,
52,0,1,4,4,4,4,4,4,4,0,
53,2,2,1,1,1,1,4,4,1,2,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.09680276965603701,0.11468316844906616,0.12286248486750767,0.1180085708756676,0.11296854243913645,0.11883633906960865,0.11441501514892782,0.12389766876425268,0.11962324870088617,0.1583351885090808,
NMI,0.14479501696633504,0.46972991718844392,0.53226313379756363,0.52582058710320245,0.48041362445517521,0.57145471400481296,0.55016275674465431,0.50234798198940722,0.59822064586499935,1.0,
Silhoutte,0.08468544,0.10080905,0.11889517,0.11686167,0.13233978,0.15580514,0.15378036,0.2157363,0.23424471,0.10360993,
