,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,2,2,2,2,2,2,2,2,0,
1,2,2,2,2,2,2,2,2,0,
2,2,2,2,2,2,2,2,2,0,
3,0,3,3,3,3,3,3,3,4,
4,2,2,2,2,2,2,2,2,0,
5,0,0,2,2,0,0,8,8,0,
6,2,2,2,2,2,2,2,2,0,
7,2,2,2,2,2,2,2,2,0,
8,0,0,4,4,6,6,6,6,1,
9,0,3,3,3,5,5,5,5,4,
10,2,2,2,2,2,7,7,7,0,
11,1,1,1,1,6,7,7,7,8,
12,2,2,2,2,2,2,2,2,0,
13,0,3,3,5,5,5,5,5,1,
14,2,1,3,5,5,5,5,5,1,
15,1,1,4,4,4,4,4,4,1,
16,0,0,4,4,6,7,7,7,1,
17,1,1,4,4,4,4,4,4,1,
18,1,1,4,4,4,4,4,4,1,
19,2,2,4,4,4,4,4,4,1,
20,1,1,4,4,4,4,4,4,1,
21,1,1,4,4,4,4,4,4,1,
22,99,99,99,99,99,99,99,99,99,
23,0,0,0,5,5,5,5,5,8,
24,1,1,1,5,5,5,5,5,8,
25,99,99,99,99,99,99,99,99,99,
26,2,2,0,5,5,5,5,5,1,
27,1,1,1,1,1,7,7,1,8,
28,1,1,1,1,1,1,1,1,8,
29,1,1,1,1,1,1,1,1,8,
30,0,3,3,3,3,3,3,3,4,
31,0,3,3,3,3,3,3,3,4,
32,1,3,3,3,3,3,3,3,4,
33,1,1,1,1,1,1,1,1,8,
34,99,99,99,99,99,99,99,99,99,
35,2,2,2,2,2,2,2,2,0,
36,1,1,1,1,6,6,6,6,8,
37,1,1,4,4,4,4,8,8,8,
38,1,1,1,1,4,1,8,8,8,
39,1,1,1,1,1,1,1,1,8,
40,1,1,1,1,1,1,1,1,8,
41,99,99,99,99,99,99,99,99,99,
42,99,99,99,99,99,99,99,99,99,
43,1,1,1,1,1,1,1,1,8,
44,1,1,1,1,1,1,1,1,8,
45,1,1,1,1,1,7,1,1,8,
46,0,3,3,2,4,4,8,8,8,
47,99,99,99,99,99,99,99,99,99,
48,99,99,99,99,99,99,99,99,99,
49,1,1,1,1,1,1,1,1,8,
50,1,1,1,1,1,1,1,1,8,
51,1,1,1,1,1,1,1,1,8,
52,1,1,1,1,1,1,1,9,8,
53,1,1,1,1,1,1,1,1,8,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.12070564659004998,0.13221409398485243,0.20398496145652076,0.20155703897605526,0.18435868538842692,0.1748177752079782,0.17469480524813544,0.17951872285336293,0.22563058389770507,
NMI,0.44196996856265386,0.5391795882887358,0.75112241485193376,0.76690766202343919,0.64146683257867509,0.59000808402375338,0.61926990547554683,0.623343412136381,1.0,
Silhoutte,0.20896571,0.21317615,0.32177665,0.33344053,0.30454057,0.31578731,0.35901963,0.33606898,0.32635203,
