,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,
0,2,2,2,5,5,5,0,
1,1,3,4,4,6,6,0,
2,2,3,3,3,3,3,0,
3,1,1,1,1,1,1,0,
4,2,2,2,5,5,5,0,
5,0,3,4,5,6,6,0,
6,1,3,4,4,6,6,0,
7,0,0,4,4,4,7,0,
8,1,1,1,1,4,7,0,
9,1,3,3,3,3,4,0,
10,1,1,4,4,4,4,0,
11,1,1,4,4,6,6,0,
12,0,3,4,4,6,6,0,
13,1,3,3,3,4,4,0,
14,2,2,2,2,2,2,1,
15,2,2,2,2,2,2,1,
16,2,2,2,2,3,7,1,
17,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,1,
21,2,2,2,2,2,2,1,
22,1,1,1,1,1,1,3,
23,0,3,3,3,3,3,0,
24,0,0,4,4,4,4,0,
25,1,1,1,1,1,1,3,
26,2,2,2,2,2,2,1,
27,1,1,1,1,1,1,3,
28,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,3,
30,2,3,3,3,3,3,0,
31,1,1,1,1,1,1,3,
32,2,3,3,3,3,3,0,
33,1,1,1,1,1,1,3,
34,1,1,1,1,1,1,3,
35,1,1,1,1,1,1,3,
36,1,1,1,1,1,1,3,
37,1,1,1,1,1,1,3,
38,1,1,1,1,1,1,3,
39,1,1,1,1,1,1,3,
40,1,1,1,1,1,1,3,
41,1,1,1,1,5,5,3,
42,1,1,1,1,1,1,3,
43,99,99,99,99,99,99,99,
44,1,1,1,1,1,1,3,
45,1,1,1,1,1,1,3,
46,1,1,1,1,1,1,3,
47,99,99,99,99,99,99,99,
48,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,3,
51,1,1,1,1,1,1,3,
52,1,1,1,1,1,1,3,
53,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,
55,1,1,1,1,1,1,3,
Modularity,0.061163204889422534,0.08865396043487217,0.10754162886097193,0.10728170000238282,0.09840401564327005,0.09761163836867837,0.12360408019958197,
NMI,0.52956168308355811,0.66247727053400207,0.70992844571590563,0.762060581612787,0.69074093204618536,0.68405464632289548,1.0,
Silhoutte,0.24697842,0.28849398,0.3859226,0.4135414,0.40067764,0.39567595,0.36211779,
