,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,0,1,1,1,6,6,6,6,0,
1,1,1,1,1,6,6,6,9,1,
2,0,0,4,4,4,4,4,4,1,
3,1,3,3,3,3,3,3,3,0,
4,1,1,1,2,6,6,6,6,0,
5,1,3,1,1,6,6,6,6,0,
6,1,3,3,3,3,3,3,3,0,
7,1,3,3,3,3,3,3,3,0,
8,0,1,4,4,4,7,7,7,1,
9,2,2,4,4,4,4,4,4,0,
10,1,3,3,3,3,3,3,3,0,
11,1,3,3,3,3,3,3,3,0,
12,1,3,3,3,3,3,3,3,0,
13,1,3,3,3,3,3,3,3,0,
14,1,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,1,1,
21,1,1,1,1,1,6,6,1,0,
22,1,1,1,1,1,1,1,1,0,
23,1,3,3,3,3,3,3,3,0,
24,1,3,3,3,3,3,3,3,0,
25,2,1,2,5,5,5,5,1,1,
26,2,1,1,1,1,1,1,1,1,
27,1,3,3,3,3,3,3,3,0,
28,1,3,3,3,3,3,3,3,1,
29,2,2,2,2,2,2,2,2,1,
30,0,1,4,4,4,4,4,4,1,
31,0,0,4,4,4,4,4,4,1,
32,0,0,4,5,5,5,5,9,1,
33,2,2,2,2,2,2,2,2,1,
34,0,2,4,4,4,4,4,4,1,
35,1,1,1,1,6,6,8,8,0,
36,0,0,4,4,4,7,7,7,1,
37,2,2,2,2,2,2,2,2,1,
38,2,2,2,2,2,2,2,2,1,
39,2,2,2,2,2,2,2,2,1,
40,2,2,2,5,5,5,5,5,1,
41,2,2,2,5,5,5,5,5,1,
42,2,2,2,5,5,5,5,5,1,
43,2,2,2,5,5,5,5,5,1,
44,2,2,2,2,2,2,2,2,1,
45,2,2,2,2,2,2,2,2,1,
46,1,3,3,3,3,3,3,3,0,
47,1,1,0,0,0,0,0,0,1,
48,2,2,2,2,2,2,2,2,1,
49,2,2,2,2,2,2,2,2,1,
50,1,3,3,3,3,3,3,3,0,
51,2,2,2,5,5,7,7,7,1,
52,1,3,3,3,6,3,3,8,0,
53,0,0,0,0,0,7,8,8,1,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.11043133530725395,0.10624667622120497,0.12365535380778292,0.10398006139538268,0.10770911030087245,0.10996567651307865,0.10925844329138823,0.10796319327712266,0.1290545994657466,
NMI,0.42145234441482393,0.34997426365591355,0.42761945224078401,0.35184160838151735,0.38108393633277055,0.38227481108633315,0.35717321538997365,0.35709568076105513,1.0,
Silhoutte,0.17049323,0.12435899,0.16016285,0.15134355,0.17382455,0.20794577,0.21006608,0.21624558,0.13419229,
