,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,2,2,2,5,5,5,5,0,0
1,1,1,1,1,1,1,1,11,1
2,2,2,2,5,5,5,5,0,0
3,1,1,1,1,6,6,6,11,2
4,1,2,2,5,5,5,5,0,0
5,2,2,2,5,5,5,5,0,0
6,0,3,3,3,3,3,3,13,3
7,2,3,3,3,3,3,3,13,3
8,2,3,3,3,3,3,1,11,3
9,0,0,0,0,6,7,8,1,4
10,2,3,4,4,4,4,4,0,5
11,2,3,4,4,4,4,4,0,5
12,2,3,4,4,4,4,4,0,5
13,1,3,4,4,6,6,6,0,2
14,2,2,2,2,2,2,2,1,4
15,2,2,2,2,2,2,2,1,4
16,2,3,3,5,6,7,7,1,4
17,2,2,2,2,2,2,2,1,4
18,2,2,2,2,2,2,2,1,4
19,2,2,2,2,2,2,2,1,4
20,2,2,2,2,2,2,2,1,4
21,1,3,3,3,3,3,3,13,1
22,99,99,99,99,99,99,99,99,99
23,1,1,1,1,6,6,6,11,2
24,1,1,1,1,1,1,1,11,1
25,99,99,99,99,99,99,99,99,99
26,0,3,3,3,3,3,3,13,3
27,1,1,1,1,1,1,1,11,1
28,1,1,1,1,1,1,1,11,1
29,1,1,1,1,1,1,1,11,1
30,1,1,4,1,6,6,6,11,2
31,2,3,4,4,4,6,6,0,2
32,1,1,4,1,6,6,6,11,2
33,1,1,1,1,1,1,1,11,1
34,99,99,99,99,99,99,99,99,99
35,1,2,2,5,5,5,5,0,0
36,99,99,99,99,99,99,99,99,99
37,99,99,99,99,99,99,99,99,99
38,0,3,3,5,3,7,7,11,4
39,1,1,1,1,1,1,8,11,2
40,1,1,1,1,1,1,1,11,1
41,1,1,1,1,1,1,1,11,1
42,99,99,99,99,99,99,99,99,99
43,1,1,1,1,5,5,8,11,2
44,1,1,1,1,1,3,8,11,2
45,1,1,1,5,1,1,8,11,2
46,99,99,99,99,99,99,99,99,99
47,99,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99,99
49,1,1,1,1,1,6,6,11,2
50,99,99,99,99,99,99,99,99,99
51,1,1,1,1,1,1,1,11,1
52,2,2,4,4,4,4,4,0,5
53,1,1,3,3,3,7,7,11,2
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.0905967290573414,0.128736509776116,0.14599026690634045,0.13979323477892508,0.1378184732393846,0.13436706369910165,0.14340391766827656,0.1625088808054397,0.14540380711042117
NMI,0.40682088998451083,0.58831637423668492,0.58761148243095707,0.70191731884316155,0.62029288845911945,0.60471723317901449,0.65637080027817418,1.0,0.62898890962758769
