,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,1,3,4,5,5,5,5,5,0,
1,0,0,0,0,6,7,7,3,0,
2,1,3,3,5,5,5,5,5,0,
3,0,3,3,3,3,3,3,3,0,
4,1,1,4,5,5,5,5,5,0,
5,2,2,4,2,2,7,7,7,0,
6,0,0,0,0,6,6,6,6,0,
7,2,2,4,4,6,7,7,7,0,
8,2,2,2,4,6,7,7,7,0,
9,0,0,3,3,3,3,3,3,0,
10,2,2,2,2,2,7,7,7,0,
11,2,2,1,1,1,7,7,9,0,
12,2,2,2,2,2,2,2,2,0,
13,2,3,3,3,3,3,3,3,0,
14,2,2,2,2,2,2,2,2,0,
15,2,2,2,2,2,2,2,2,0,
16,2,2,2,2,2,2,2,2,0,
17,2,2,2,2,2,2,2,2,0,
18,2,2,2,2,2,2,2,2,0,
19,2,2,2,2,2,2,2,2,0,
20,2,2,2,2,2,2,2,2,0,
21,2,2,2,2,2,2,2,2,0,
22,2,2,2,2,2,2,2,2,0,
23,1,3,3,3,3,3,3,3,0,
24,2,3,3,3,3,6,6,6,0,
25,1,1,0,0,0,0,0,0,1,
26,0,3,3,3,6,6,6,6,0,
27,1,1,4,4,4,4,4,4,1,
28,1,1,4,4,4,4,4,4,1,
29,1,1,1,1,1,1,1,1,1,
30,1,1,4,4,4,4,4,4,1,
31,1,1,4,4,4,4,4,4,1,
32,1,1,4,4,4,4,4,4,1,
33,1,1,4,4,4,4,4,4,1,
34,1,1,1,1,1,1,1,1,1,
35,0,2,2,5,5,5,5,5,0,
36,0,3,3,3,6,7,8,8,1,
37,1,1,1,1,1,1,1,1,1,
38,1,1,1,1,1,1,1,1,1,
39,1,1,1,1,1,1,1,1,1,
40,1,1,1,1,1,1,1,1,1,
41,1,1,1,1,1,1,1,1,1,
42,1,1,1,1,1,1,1,1,1,
43,1,3,3,1,1,6,6,6,0,
44,1,1,1,1,1,1,1,1,1,
45,1,1,1,1,1,1,1,1,1,
46,0,3,3,0,0,6,8,8,1,
47,1,1,1,1,1,1,1,1,1,
48,1,1,1,1,1,1,1,1,1,
49,1,1,1,1,1,1,1,1,1,
50,1,1,1,1,1,1,1,1,1,
51,1,1,3,0,6,0,8,8,1,
52,0,0,0,0,0,0,0,9,0,
53,1,1,1,1,1,1,1,1,1,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.18830729597424256,0.20664533247915667,0.1736204924164476,0.19252001966193988,0.19941312578526732,0.18348130241663618,0.18445464671801867,0.18508340467304635,0.2496740844371128,
NMI,0.43118650764679017,0.56604595066287555,0.3261581214798287,0.33667076733257439,0.41797907847208227,0.47958491079369658,0.56324530840182851,0.5778719996513112,1.0,
Silhoutte,0.12622334,0.14627923,0.13480987,0.19735173,0.2087994,0.20664485,0.22138005,0.20433688,0.12953656,
