,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,2,3,4,4,4,4,4,4,0,
1,0,0,0,0,0,0,3,9,0,
2,2,3,4,4,4,4,4,4,0,
3,0,3,3,3,3,3,3,3,1,
4,0,3,4,4,4,4,4,4,0,
5,1,1,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,1,1,0,
7,1,1,1,1,1,1,1,1,0,
8,1,1,1,1,1,1,1,1,0,
9,0,3,3,3,3,3,3,3,1,
10,1,1,1,1,1,1,1,1,0,
11,2,2,2,2,2,2,2,2,3,
12,1,1,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,1,0,
14,1,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,1,0,
23,2,3,3,3,3,3,3,3,1,
24,2,2,2,2,2,2,2,2,3,
25,2,2,2,2,2,2,7,8,3,
26,1,1,1,1,1,1,1,1,0,
27,1,1,1,1,1,1,1,1,0,
28,2,2,2,2,2,2,8,8,3,
29,2,2,2,2,2,2,2,2,3,
30,0,3,3,3,6,6,8,8,3,
31,0,0,0,0,6,6,6,6,2,
32,0,0,0,0,6,6,6,6,2,
33,2,2,2,2,2,2,2,2,3,
34,2,2,2,2,2,2,2,2,3,
35,0,3,4,4,4,4,4,4,0,
36,2,2,2,5,5,7,7,7,3,
37,2,2,2,2,2,2,2,2,3,
38,2,2,2,2,2,2,2,2,3,
39,2,2,2,2,2,2,2,2,3,
40,1,3,3,5,5,5,5,5,3,
41,1,1,1,5,5,5,5,5,3,
42,1,2,1,5,5,5,5,5,3,
43,0,0,4,5,5,5,5,5,3,
44,2,2,2,2,2,2,2,2,3,
45,2,2,2,2,2,2,2,2,3,
46,2,2,2,2,2,2,2,2,3,
47,0,0,4,5,6,7,7,7,3,
48,2,2,2,2,2,2,2,2,3,
49,2,2,2,2,2,2,2,2,3,
50,2,2,2,2,2,2,2,2,3,
51,2,2,2,2,2,2,2,2,3,
52,2,2,2,2,2,2,2,2,3,
53,2,2,2,2,2,2,2,2,3,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.17726903638771216,0.22202406491346072,0.2132241786350835,0.22723043498511133,0.22457216771779032,0.22733506792926375,0.22010327955195733,0.22120723262322295,0.23822197911234258,
NMI,0.37762597427616856,0.58199172103314512,0.60860794551010644,0.74680979785893176,0.7553197227067201,0.75330431508376494,0.73142621680300812,0.75416798678758734,1.0,
Silhoutte,0.22830294,0.30010752,0.31624927,0.37855149,0.38747233,0.40947465,0.35657883,0.39328857,0.30328063,
