,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,1,1,4,4,4,4,4,4,6,
1,2,2,2,5,5,5,5,5,1,
2,1,3,4,4,4,4,4,4,6,
3,2,2,2,5,5,6,8,8,1,
4,2,2,4,4,4,4,4,4,6,
5,2,2,2,2,2,2,2,9,1,
6,2,2,2,5,5,5,5,5,1,
7,2,2,2,5,5,7,5,5,1,
8,2,0,2,5,5,7,5,5,1,
9,0,0,4,4,6,6,8,8,1,
10,2,2,2,2,2,2,2,9,1,
11,99,99,99,99,99,99,99,99,99,
12,2,2,2,2,2,2,2,9,1,
13,2,2,2,4,6,6,8,8,1,
14,2,2,2,2,2,2,2,2,1,
15,2,2,2,2,2,2,2,2,1,
16,2,2,2,2,6,6,6,6,1,
17,2,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,2,2,1,
21,2,2,2,2,2,2,2,2,1,
22,99,99,99,99,99,99,99,99,99,
23,0,3,4,5,6,6,8,8,1,
24,0,3,4,5,6,6,8,8,1,
25,0,3,4,4,0,7,7,7,1,
26,2,2,2,2,2,2,2,2,1,
27,1,1,1,1,1,1,1,1,3,
28,1,1,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,1,1,3,
30,0,3,3,3,3,3,3,3,4,
31,0,3,3,3,3,3,3,3,4,
32,1,3,3,3,3,5,6,6,3,
33,0,3,3,3,3,3,3,3,4,
34,99,99,99,99,99,99,99,99,99,
35,0,0,4,4,4,4,4,4,6,
36,99,99,99,99,99,99,99,99,99,
37,99,99,99,99,99,99,99,99,99,
38,1,1,1,1,1,1,1,1,3,
39,1,1,1,1,1,1,1,1,3,
40,1,1,1,1,1,1,6,6,3,
41,1,1,1,1,1,5,6,6,3,
42,1,1,1,1,1,5,6,6,3,
43,0,0,4,4,0,7,7,7,1,
44,99,99,99,99,99,99,99,99,99,
45,99,99,99,99,99,99,99,99,99,
46,1,1,1,1,1,1,1,9,3,
47,99,99,99,99,99,99,99,99,99,
48,1,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,1,1,3,
51,1,1,1,1,1,1,1,1,3,
52,1,1,1,1,1,1,1,1,3,
53,1,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.13390398239252965,0.1294555012324266,0.16118943254558266,0.15327244175324894,0.15262064795768543,0.12366464254946764,0.1308777090901659,0.12250580186731475,0.17071411576509649,
NMI,0.64897997575531752,0.57154896272519828,0.7795142739675428,0.72180692488579989,0.75897501886735286,0.72956874988326836,0.72212814780290668,0.66044714250606285,1.0,
Silhoutte,0.28514694,0.27788154,0.33363247,0.32533497,0.37874613,0.33006281,0.3766532,0.37157593,0.3402056,
