,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,2,2,2,2,2,2,2,2,2,1,
1,2,2,4,4,4,7,7,7,7,1,
2,2,2,2,2,2,2,2,2,2,1,
3,2,3,3,5,5,5,5,5,5,0,
4,2,2,2,2,2,2,2,2,2,1,
5,2,2,4,4,2,2,7,2,0,1,
6,1,0,4,4,4,7,7,7,7,1,
7,0,0,4,4,4,4,8,8,8,1,
8,0,0,4,4,4,4,8,8,8,1,
9,2,3,3,5,5,5,5,5,5,0,
10,0,3,3,5,4,7,7,7,7,1,
11,2,2,2,2,2,2,2,9,9,1,
12,0,0,4,4,4,7,7,7,7,1,
13,2,2,3,5,5,5,5,5,5,0,
14,2,2,4,4,5,4,4,4,4,0,
15,2,2,4,4,1,4,4,4,4,0,
16,0,3,4,3,6,6,6,6,6,7,
17,2,2,4,4,6,4,4,4,4,0,
18,2,2,4,4,4,4,4,4,4,0,
19,0,0,0,0,0,0,0,0,10,0,
20,2,2,4,4,4,4,4,4,9,0,
21,1,1,3,1,1,7,7,7,7,1,
22,99,99,99,99,99,99,99,99,99,99,
23,2,3,3,5,5,5,5,5,5,0,
24,0,3,3,5,5,5,5,5,5,0,
25,1,3,3,5,5,6,6,3,10,7,
26,2,2,4,4,1,4,4,4,4,0,
27,99,99,99,99,99,99,99,99,99,99,
28,1,1,1,1,1,1,1,1,1,7,
29,1,1,1,1,1,1,1,1,1,7,
30,1,3,3,3,3,3,3,3,3,4,
31,0,3,3,3,3,3,3,3,3,4,
32,0,3,3,3,3,3,3,3,3,4,
33,1,3,3,3,3,3,3,3,3,4,
34,1,1,1,1,5,5,5,9,9,7,
35,2,2,2,2,2,2,2,2,2,1,
36,99,99,99,99,99,99,99,99,99,99,
37,99,99,99,99,99,99,99,99,99,99,
38,1,1,1,1,1,6,6,6,6,7,
39,1,1,1,1,1,6,6,6,6,7,
40,1,1,1,1,1,1,1,1,1,7,
41,1,1,1,1,1,1,1,1,1,7,
42,99,99,99,99,99,99,99,99,99,99,
43,1,1,1,1,1,1,1,1,1,7,
44,1,1,1,1,1,1,1,1,1,7,
45,99,99,99,99,99,99,99,99,99,99,
46,0,0,2,2,6,6,6,6,6,7,
47,99,99,99,99,99,99,99,99,99,99,
48,1,1,1,1,6,6,6,6,6,7,
49,1,3,3,3,3,1,1,3,1,1,
50,1,1,1,1,1,1,1,1,1,7,
51,1,1,1,1,1,1,1,1,1,7,
52,0,0,0,0,6,0,8,9,9,1,
53,1,1,1,1,1,1,1,1,1,7,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.13813596964890906,0.16407611748743772,0.19369162220083047,0.1814013342000591,0.14878863823465077,0.18578449833803154,0.18698017415036913,0.18899972383159722,0.17742929833591603,0.23946398169808392,
NMI,0.37258138644663669,0.41505050783440078,0.43707383625481822,0.49289402066022409,0.49329865347928803,0.64591772827815019,0.70902920102590794,0.677684257485754,0.64541910291879145,1.0,
Silhoutte,0.16069571,0.18921752,0.23995168,0.24597572,0.23184686,0.31235229,0.34647078,0.37144992,0.36566318,0.24468436,
