,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,1,3,3,4,3,3,3,3,1,
1,2,3,3,4,3,3,3,3,1,
2,1,3,3,4,3,3,3,3,1,
3,2,3,4,4,4,4,4,4,1,
4,1,1,1,1,1,1,1,1,0,
5,1,1,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,1,1,0,
7,1,1,1,1,1,1,1,1,0,
8,1,1,1,1,1,1,1,1,0,
9,1,1,4,4,4,4,4,4,1,
10,1,1,1,1,1,1,1,1,0,
11,1,1,1,1,1,1,1,1,0,
12,1,1,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,1,0,
14,1,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,1,0,
23,1,1,4,4,4,4,4,4,1,
24,1,1,1,1,2,2,6,6,2,
25,1,2,2,2,2,2,6,9,2,
26,0,0,0,0,0,0,0,0,0,
27,1,1,1,1,1,1,1,1,0,
28,1,1,1,1,1,1,1,1,2,
29,2,2,4,5,5,5,5,5,2,
30,0,3,4,2,4,7,7,7,1,
31,0,3,4,4,4,4,4,4,1,
32,1,1,4,1,1,7,7,7,1,
33,2,2,2,2,2,2,6,6,2,
34,2,2,2,5,5,5,5,5,2,
35,2,2,2,2,2,2,6,6,2,
36,1,1,1,1,1,1,1,1,2,
37,0,0,0,0,0,0,0,0,2,
38,2,3,3,3,6,6,2,2,2,
39,2,3,3,3,6,6,2,2,2,
40,2,3,3,3,6,6,2,2,2,
41,2,3,3,3,6,6,2,2,2,
42,2,3,3,3,6,6,2,2,2,
43,2,2,4,5,5,5,5,5,2,
44,2,2,2,2,2,2,6,6,2,
45,2,3,4,5,5,5,8,8,2,
46,2,2,2,5,5,2,6,6,2,
47,0,3,4,5,5,5,8,8,2,
48,2,2,2,5,6,6,5,5,2,
49,2,2,2,2,2,2,6,6,2,
50,1,1,1,1,1,1,1,1,2,
51,2,2,2,2,2,2,6,6,2,
52,1,3,3,4,3,3,3,3,1,
53,2,2,2,2,2,2,6,6,2,
54,0,0,0,0,0,0,8,3,2,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.11723332390879539,0.13784508000423895,0.12598435466243244,0.13267897756939334,0.1352609849047542,0.13730859751088367,0.13342224547841638,0.1314113917341119,0.17163942909504398,
NMI,0.31760331980099549,0.41616593431014665,0.46958934161745913,0.53288121983789749,0.57890923258100213,0.61960895208788791,0.61475108049673699,0.57477398926731549,1.0,
Silhoutte,0.19643934,0.2392977,0.23119109,0.27106262,0.30029957,0.3225847,0.33419656,0.30493418,0.22236274,
