,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,2,2,2,2,2,2,2,0,
1,2,2,4,4,2,2,2,0,
2,2,2,4,4,2,2,2,0,
3,2,2,2,2,6,6,6,1,
4,2,2,3,3,2,2,2,0,
5,0,2,4,4,4,4,4,0,
6,2,2,4,4,2,2,2,0,
7,2,2,4,4,2,2,2,0,
8,0,0,4,4,4,4,4,0,
9,2,2,2,2,6,6,6,1,
10,1,2,4,4,4,4,4,0,
11,1,2,4,4,4,4,4,0,
12,2,2,4,4,4,4,4,0,
13,2,1,2,2,6,6,6,0,
14,2,3,3,3,3,3,3,0,
15,1,3,3,3,3,3,3,0,
16,0,3,3,3,3,3,3,0,
17,1,3,3,3,3,3,3,0,
18,1,3,3,3,3,3,3,0,
19,2,3,3,3,3,3,3,0,
20,2,3,3,3,3,3,3,0,
21,1,3,3,3,3,3,3,0,
22,1,1,1,1,1,1,1,2,
23,2,2,2,2,6,6,6,1,
24,2,2,2,2,6,6,6,1,
25,1,1,1,1,1,1,1,2,
26,1,1,3,3,3,3,3,0,
27,1,1,1,1,1,1,1,2,
28,1,1,1,1,1,1,1,2,
29,1,1,1,1,1,1,1,2,
30,0,3,2,5,5,5,5,1,
31,1,3,2,5,5,5,5,1,
32,1,3,2,5,5,5,5,1,
33,1,1,1,5,5,5,5,1,
34,1,3,3,5,5,5,5,1,
35,2,2,4,2,2,2,2,0,
36,1,1,1,1,1,1,1,2,
37,1,1,0,1,6,7,7,2,
38,1,1,1,1,6,7,7,2,
39,1,1,1,1,1,1,1,2,
40,1,1,1,1,1,1,8,2,
41,0,0,0,0,0,7,8,2,
42,1,1,1,1,1,1,1,2,
43,1,1,1,1,1,1,1,2,
44,1,1,1,1,1,1,1,2,
45,1,1,1,1,1,1,1,2,
46,1,1,1,1,1,1,1,2,
47,1,1,1,1,1,1,1,2,
48,1,1,1,1,1,1,1,2,
49,1,1,1,1,1,1,1,2,
50,1,1,1,1,1,1,1,2,
51,1,1,1,1,1,1,1,2,
52,1,1,1,1,1,1,1,2,
53,1,1,1,1,1,1,1,2,
54,1,1,1,1,1,1,1,2,
55,99,99,99,99,99,99,99,99,
Modularity,0.10253303207876864,0.17993682615491574,0.18831744349619262,0.19826508680102234,0.2045580319171669,0.2062086627754473,0.2024017624677754,0.23178899274710424,
NMI,0.26871865132667455,0.45707875591455782,0.66666674473970278,0.75039380819325885,0.68469820883971466,0.73354007984344782,0.71671222316401262,1.0,
Silhoutte,0.0252262,0.12369679,0.21665694,0.24964517,0.32896862,0.36673764,0.40594175,0.18472846,
