,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,0,3,4,4,6,6,6,0,
1,0,0,4,4,4,4,4,0,
2,0,0,4,5,6,6,6,0,
3,2,2,2,2,2,2,2,2,
4,0,1,4,5,6,6,6,0,
5,2,2,2,2,2,2,2,2,
6,0,1,4,4,4,4,4,0,
7,0,1,4,4,4,4,4,0,
8,2,1,1,1,1,1,1,1,
9,1,3,4,5,5,5,5,2,
10,2,2,2,5,5,5,5,2,
11,1,3,4,5,5,5,5,2,
12,2,2,2,2,2,2,2,2,
13,2,3,4,5,5,5,5,2,
14,2,2,2,2,2,2,2,2,
15,2,2,2,2,2,2,2,2,
16,2,2,2,2,2,2,2,2,
17,2,2,2,2,2,2,2,2,
18,2,2,2,2,2,2,2,2,
19,2,2,2,2,2,2,2,2,
20,2,2,2,2,2,2,2,2,
21,2,2,2,2,2,2,2,2,
22,2,2,2,2,2,2,2,2,
23,1,3,3,3,3,3,3,3,
24,0,3,3,3,3,3,3,3,
25,1,1,3,3,3,3,3,3,
26,0,3,3,3,3,3,3,3,
27,1,1,1,1,1,1,1,1,
28,1,1,1,1,1,1,1,1,
29,1,1,1,1,1,1,1,1,
30,2,1,1,1,1,7,7,2,
31,0,0,0,0,0,7,7,2,
32,2,0,0,0,0,7,7,2,
33,2,2,2,2,2,2,2,2,
34,1,1,1,1,1,1,1,1,
35,1,1,1,1,1,1,1,1,
36,1,1,1,1,1,1,1,1,
37,1,1,1,1,1,1,1,1,
38,2,0,0,0,0,0,3,3,
39,1,1,1,1,1,1,1,1,
40,2,2,3,4,5,5,8,3,
41,2,2,3,4,5,4,8,3,
42,2,2,2,4,5,5,8,3,
43,1,3,3,3,3,3,3,3,
44,1,1,1,1,1,1,1,1,
45,1,1,1,1,1,1,1,1,
46,1,1,1,1,1,1,1,1,
47,1,1,1,1,1,1,8,1,
48,1,1,1,1,1,1,1,1,
49,1,1,1,1,1,1,1,1,
50,2,3,3,3,3,3,3,3,
51,1,1,1,1,1,1,1,1,
52,1,1,1,1,1,1,1,1,
53,1,1,1,1,1,1,1,1,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.1020700433803573,0.10803543594419757,0.14184608555165235,0.14183335984910944,0.14449967870692115,0.14077735310187123,0.14092287819490346,0.16589488713936082,
NMI,0.49823541811174676,0.45652773206880554,0.73333256143838499,0.70687816665027592,0.73842445095663856,0.77621080969859813,0.81069966667588689,1.0,
Silhoutte,0.12635764,0.1286196,0.21913821,0.25012831,0.30334953,0.26901147,0.33827928,0.2259833,
