,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,1,1,4,4,4,4,4,0,
1,0,0,0,0,0,7,7,2,
2,0,0,4,4,4,4,4,0,
3,2,3,3,3,2,2,8,1,
4,0,0,4,4,4,4,4,0,
5,2,2,2,2,2,2,2,2,
6,2,2,2,2,6,7,7,2,
7,2,2,2,5,5,5,5,2,
8,0,0,0,5,5,5,5,2,
9,0,3,3,3,3,3,3,1,
10,2,3,3,3,3,3,3,1,
11,2,2,2,2,2,2,2,2,
12,2,2,2,2,2,2,2,2,
13,2,2,2,2,2,2,6,1,
14,2,3,3,3,6,6,6,1,
15,2,2,2,2,2,2,2,2,
16,2,2,2,2,2,2,2,2,
17,2,2,2,2,2,2,2,2,
18,2,2,2,2,2,2,2,2,
19,2,2,2,2,2,2,2,2,
20,2,2,2,2,2,2,2,2,
21,2,2,2,2,2,2,2,2,
22,2,2,2,2,2,2,2,2,
23,2,3,3,3,6,6,6,1,
24,1,1,1,1,1,1,1,3,
25,1,1,1,1,6,6,6,1,
26,2,2,2,2,2,2,2,2,
27,1,1,1,1,1,1,1,3,
28,1,1,1,1,1,1,1,2,
29,1,1,1,1,1,1,1,3,
30,0,3,3,3,3,3,3,1,
31,0,3,3,3,3,3,3,1,
32,0,3,3,3,3,3,3,1,
33,1,3,3,3,3,3,3,1,
34,1,1,1,1,1,1,1,3,
35,0,0,4,4,4,4,4,0,
36,0,0,0,5,5,5,5,3,
37,1,1,1,1,1,1,1,3,
38,1,1,1,1,1,1,1,3,
39,1,1,1,1,1,1,1,3,
40,1,1,4,5,1,7,7,3,
41,0,0,4,5,5,7,7,3,
42,2,2,4,5,5,7,7,3,
43,1,1,1,1,1,1,1,3,
44,1,1,1,1,1,1,1,3,
45,1,1,1,5,2,2,8,3,
46,1,1,1,1,1,1,1,3,
47,1,1,1,1,1,1,1,3,
48,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,1,3,
51,1,1,1,1,1,1,1,3,
52,1,1,1,1,1,1,1,3,
53,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.10919016382593563,0.12189128033324309,0.13617007952362908,0.1330270467158417,0.1249237874128882,0.12653007183521775,0.12243178778227355,0.1427838905883232,
NMI,0.36882803492396393,0.58842345726333956,0.67633537292047441,0.68989547593327616,0.62506046904324131,0.62023959055643874,0.69572848226902584,1.0,
Silhoutte,0.15042813,0.17918057,0.22200249,0.25415522,0.2379349,0.24509533,0.25476461,0.19774493,
