,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,
0,1,1,4,5,5,5,2,
1,0,3,3,3,6,6,0,
2,1,1,4,5,5,5,2,
3,2,2,2,2,2,2,0,
4,1,1,4,5,5,5,2,
5,2,2,4,2,2,2,2,
6,2,3,3,3,6,6,0,
7,2,2,2,2,2,6,0,
8,1,1,1,1,1,1,1,
9,1,1,1,5,6,7,0,
10,2,2,2,2,2,2,0,
11,1,1,1,1,1,1,1,
12,2,2,2,2,2,2,0,
13,2,2,2,2,2,2,0,
14,2,2,2,2,2,2,0,
15,2,2,2,2,2,2,0,
16,2,2,2,2,2,2,0,
17,2,2,2,2,2,2,0,
18,2,2,2,2,2,2,0,
19,2,2,2,2,2,2,0,
20,2,2,2,2,2,2,0,
21,2,2,2,2,6,6,0,
22,2,2,2,2,2,2,0,
23,2,2,2,5,2,7,0,
24,2,2,2,2,2,2,0,
25,1,1,1,1,1,1,1,
26,2,2,2,2,3,3,1,
27,1,1,1,1,1,1,1,
28,1,1,3,3,3,3,1,
29,1,1,3,3,3,3,1,
30,1,3,3,3,3,3,1,
31,1,1,3,1,1,1,1,
32,1,1,1,1,1,1,1,
33,1,1,1,1,1,1,1,
34,1,1,1,1,1,1,1,
35,2,3,4,4,4,4,2,
36,1,1,1,1,1,1,1,
37,1,1,1,1,1,1,1,
38,1,1,1,1,1,1,1,
39,1,1,1,1,1,1,1,
40,1,1,1,1,1,1,1,
41,1,1,4,4,4,4,1,
42,1,1,1,1,1,1,1,
43,1,1,1,1,1,1,1,
44,1,1,1,1,1,1,1,
45,1,1,1,1,1,1,1,
46,1,1,1,1,1,1,1,
47,1,1,1,1,1,1,1,
48,1,1,1,1,1,1,1,
49,1,1,1,1,1,1,1,
50,1,3,3,3,3,3,1,
51,1,3,3,3,3,3,1,
52,0,3,4,3,3,3,2,
53,1,1,1,1,1,1,1,
54,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,
Modularity,0.061960435700585764,0.057999924474440495,0.06244045221732211,0.062092408145707906,0.06477062300744177,0.06238808120287246,0.07754136034807545,
NMI,0.53236110757370303,0.42568521183709479,0.60353555182370899,0.51636774769200811,0.67718497107325815,0.65488953875617206,1.0,
Silhoutte,0.13930783,0.15527553,0.20563873,0.20895036,0.25662518,0.25443387,0.22882961,
