,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,1,3,3,3,3,3,3,1,
1,1,3,3,3,3,3,3,1,
2,1,3,3,3,3,3,3,1,
3,2,3,4,5,5,5,5,0,
4,2,2,2,2,2,2,2,0,
5,2,2,2,2,5,5,5,0,
6,1,1,1,5,5,5,5,0,
7,2,2,4,5,5,5,5,0,
8,2,2,2,2,2,2,8,0,
9,1,3,3,3,3,3,3,1,
10,2,2,2,2,1,1,8,2,
11,2,2,2,2,2,2,2,0,
12,2,2,2,2,5,5,5,0,
13,2,1,1,5,5,5,5,0,
14,2,1,1,1,1,7,7,0,
15,2,2,2,2,2,2,2,0,
16,2,2,2,2,2,2,2,0,
17,2,2,2,2,2,2,2,0,
18,2,2,2,2,2,2,2,0,
19,2,2,2,2,2,2,2,0,
20,2,2,2,2,2,2,2,0,
21,1,3,3,3,3,3,3,1,
22,2,2,2,2,2,2,2,0,
23,2,3,4,5,5,5,5,0,
24,1,1,1,1,6,6,6,2,
25,0,3,0,0,0,7,7,0,
26,2,2,2,2,2,7,5,0,
27,1,1,1,1,1,1,1,2,
28,1,1,4,4,4,4,4,2,
29,1,1,1,1,1,1,1,2,
30,2,1,4,4,4,4,4,2,
31,2,1,4,4,4,4,4,2,
32,2,3,4,4,4,4,4,2,
33,2,1,4,4,4,4,4,2,
34,1,1,1,1,1,1,1,2,
35,1,1,1,1,1,1,1,2,
36,1,3,3,3,3,3,3,1,
37,1,3,3,3,3,3,3,1,
38,1,1,1,1,1,1,1,2,
39,2,2,2,2,2,2,2,0,
40,1,1,1,5,6,6,6,2,
41,1,1,1,1,6,6,6,2,
42,1,1,1,5,6,6,6,2,
43,1,1,1,5,6,6,6,2,
44,1,1,1,1,1,1,1,2,
45,2,2,2,0,5,5,0,2,
46,1,1,1,1,1,1,1,2,
47,1,1,1,1,1,1,1,2,
48,1,1,1,1,1,1,1,2,
49,1,1,1,1,1,1,1,2,
50,1,1,1,1,1,1,1,2,
51,1,3,4,1,1,1,8,2,
52,1,3,3,3,3,3,3,1,
53,1,1,1,1,1,1,1,2,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.13284072840054262,0.20463601381506863,0.20147766988138724,0.2084950010495741,0.20673350739795165,0.21066226729144108,0.20551667660995965,0.2694096026399998,
NMI,0.41754421526762492,0.48483912416299441,0.53585384820384352,0.58314728658705317,0.66131375634051781,0.69845820464705188,0.68293716166051488,1.0,
Silhoutte,0.09131575,0.20208212,0.24310615,0.29550638,0.2958383,0.32343607,0.35148407,0.28028364,
