,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,2,2,2,5,5,5,5,0,
1,1,1,1,1,1,1,1,11,
2,2,2,2,5,5,5,5,0,
3,1,1,1,1,1,7,7,11,
4,1,2,2,5,5,5,5,0,
5,2,2,2,5,5,5,5,0,
6,0,3,3,3,3,3,3,13,
7,2,3,3,3,3,3,8,13,
8,2,3,3,3,3,3,1,11,
9,0,0,0,2,6,6,6,1,
10,2,3,4,4,4,4,4,0,
11,2,3,4,4,4,4,4,0,
12,2,3,4,4,4,4,4,0,
13,0,3,4,4,6,6,6,1,
14,2,2,2,2,2,2,2,1,
15,2,2,2,2,2,2,2,1,
16,2,3,3,5,6,6,3,1,
17,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,2,1,
21,1,0,3,5,3,3,8,13,
22,99,99,99,99,99,99,99,99,
23,1,1,0,1,6,6,6,1,
24,1,1,1,1,1,1,1,11,
25,99,99,99,99,99,99,99,99,
26,0,2,3,3,3,3,3,1,
27,1,1,1,1,1,1,1,11,
28,1,1,1,1,1,1,1,11,
29,1,1,1,1,1,1,1,11,
30,1,1,4,1,6,7,7,11,
31,2,3,4,4,4,7,7,0,
32,1,1,1,1,1,7,7,11,
33,1,1,1,1,1,1,1,11,
34,99,99,99,99,99,99,99,99,
35,2,2,2,5,5,5,5,0,
36,99,99,99,99,99,99,99,99,
37,99,99,99,99,99,99,99,99,
38,0,3,3,5,5,6,3,11,
39,1,1,1,1,5,5,8,11,
40,1,1,1,1,1,1,1,11,
41,1,1,1,1,1,1,1,11,
42,99,99,99,99,99,99,99,99,
43,1,1,1,1,5,5,8,11,
44,1,1,1,3,3,1,8,11,
45,1,1,1,3,3,3,8,11,
46,99,99,99,99,99,99,99,99,
47,99,99,99,99,99,99,99,99,
48,99,99,99,99,99,99,99,99,
49,1,1,1,1,1,7,7,11,
50,99,99,99,99,99,99,99,99,
51,1,1,1,1,1,1,1,11,
52,2,3,4,4,4,4,4,0,
53,1,1,1,1,1,7,7,11,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.10768390897320389,0.14208443686842567,0.14918205816882438,0.13583808239231973,0.126601389267429,0.13476694872410983,0.13573608535558856,0.17090320493012773,
NMI,0.38869726136175803,0.491574701343784,0.56802087655582589,0.5463624675528721,0.61020784162685726,0.5711263001709046,0.62464506057104108,1.0,
Silhoutte,0.26881454,0.30146081,0.33214051,0.35162867,0.38194128,0.39127625,0.41175177,0.34428007,
