,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,2,2,4,5,5,5,5,5,3,
1,99,99,99,99,99,99,99,99,99,
2,2,2,4,5,5,5,5,5,3,
3,1,1,4,4,4,4,4,4,1,
4,2,2,4,3,5,5,5,5,3,
5,1,3,3,3,3,3,3,3,3,
6,1,1,1,1,1,1,1,1,1,
7,1,1,1,3,3,3,3,3,1,
8,1,1,1,1,1,1,1,1,1,
9,1,3,4,4,4,4,4,4,1,
10,1,1,1,1,1,1,1,1,1,
11,0,0,0,0,0,7,8,8,2,
12,1,1,1,4,4,4,4,4,1,
13,0,3,3,5,6,6,6,6,3,
14,0,3,3,3,3,3,3,3,3,
15,1,1,1,1,1,1,1,1,1,
16,1,1,1,1,1,1,1,1,1,
17,1,1,1,1,1,1,1,1,1,
18,1,1,1,1,1,1,1,1,1,
19,1,1,1,1,1,1,1,1,1,
20,1,1,4,1,1,1,1,1,1,
21,1,1,1,1,1,1,1,1,1,
22,1,3,4,4,4,4,4,4,3,
23,1,3,3,3,3,3,3,3,3,
24,2,2,2,2,2,2,2,2,2,
25,2,2,2,2,2,2,2,2,2,
26,0,3,3,5,6,6,6,6,3,
27,0,3,3,3,3,3,3,3,3,
28,1,3,4,4,4,4,4,4,1,
29,0,3,3,3,3,3,3,3,3,
30,1,1,4,4,4,4,4,4,1,
31,1,1,4,4,4,4,4,4,1,
32,1,1,4,4,4,4,4,4,1,
33,1,3,4,4,4,4,4,4,1,
34,1,1,4,4,4,4,4,4,1,
35,2,3,3,3,5,5,5,5,3,
36,2,2,2,2,2,7,7,7,2,
37,2,2,2,2,2,7,7,2,2,
38,2,2,2,2,2,7,7,9,2,
39,2,2,2,2,2,7,7,7,2,
40,2,2,2,2,2,2,2,2,2,
41,2,2,2,2,2,2,2,2,2,
42,2,2,2,2,2,2,2,2,2,
43,0,0,0,0,5,5,5,9,3,
44,2,2,2,2,2,2,2,2,2,
45,0,3,3,5,6,6,6,6,3,
46,0,3,3,3,3,3,8,8,2,
47,2,2,2,2,2,2,2,2,2,
48,0,0,0,0,0,0,8,0,2,
49,2,2,2,2,2,2,2,2,2,
50,2,2,2,2,2,2,2,2,2,
51,0,3,3,5,6,6,6,6,3,
52,2,2,2,2,5,2,2,9,2,
53,2,2,2,2,2,7,7,7,2,
54,0,0,0,0,0,2,0,9,3,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.15018415335913982,0.15128896288266547,0.15723400035403595,0.15522608574203625,0.15536251396970963,0.14035834380986303,0.14739455140730529,0.14313081402556782,0.18401587327151453,
NMI,0.57744559575375443,0.583445924955029,0.64130421080611633,0.63409455229015455,0.59639475534827346,0.59565450306064649,0.65724403279011301,0.6130159903238106,1.0,
Silhoutte,0.1465153,0.15736181,0.19292174,0.22552537,0.25040821,0.22310196,0.25845694,0.25890404,0.18643119,
