,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,2,0,4,4,4,4,4,4,0,
1,1,1,1,1,1,1,1,1,1,
2,1,3,3,3,3,3,3,3,2,
3,1,1,1,2,2,2,2,2,2,
4,2,2,4,4,4,4,4,4,0,
5,1,1,1,1,1,1,1,1,1,
6,1,1,1,1,1,1,5,1,1,
7,1,1,1,5,1,1,5,5,1,
8,1,1,1,1,1,1,1,1,1,
9,1,3,3,3,6,3,5,5,2,
10,1,1,1,1,1,1,1,1,2,
11,2,2,2,2,2,2,2,2,3,
12,1,1,1,1,1,1,1,1,1,
13,1,1,1,1,1,1,1,1,1,
14,2,2,4,4,6,6,6,6,1,
15,1,1,1,1,1,1,1,1,1,
16,1,1,1,1,1,1,1,1,1,
17,1,1,1,1,1,1,1,1,1,
18,1,1,1,1,1,1,1,1,1,
19,1,1,1,1,1,1,1,1,1,
20,1,1,1,1,1,1,1,1,1,
21,1,1,1,1,1,1,1,1,1,
22,1,1,1,1,1,1,1,1,1,
23,2,2,2,2,2,2,2,2,3,
24,0,0,4,4,6,6,6,6,1,
25,0,0,4,4,6,6,6,6,1,
26,1,1,4,5,5,5,8,8,1,
27,2,2,2,2,2,2,2,2,3,
28,2,2,2,2,2,2,2,2,3,
29,2,2,2,2,2,2,2,2,3,
30,1,3,3,3,3,3,3,3,2,
31,0,3,3,3,3,3,3,3,2,
32,1,3,3,3,3,3,3,3,2,
33,2,3,3,3,3,3,3,3,2,
34,2,3,3,3,3,3,3,3,2,
35,0,0,4,4,4,4,4,4,0,
36,2,2,2,2,2,2,2,2,3,
37,2,2,2,2,2,2,8,2,3,
38,0,0,0,0,0,0,0,9,3,
39,2,2,2,2,2,2,2,9,3,
40,2,2,2,2,2,7,7,7,3,
41,2,2,2,2,6,7,7,7,3,
42,2,2,2,2,2,2,2,2,3,
43,2,2,2,5,5,7,8,8,3,
44,2,2,2,2,2,2,2,2,3,
45,2,2,2,5,5,5,2,8,3,
46,2,2,2,2,2,2,2,2,3,
47,2,2,2,2,2,2,2,2,3,
48,0,0,4,4,4,4,4,4,3,
49,2,2,2,2,2,2,2,2,3,
50,2,2,2,2,2,2,2,2,3,
51,2,2,2,2,2,5,8,8,3,
52,2,2,2,2,2,2,2,2,3,
53,2,2,2,2,2,2,2,2,3,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.09341808472095281,0.10654331188301074,0.12154230131363876,0.10923920967329336,0.10881297002998586,0.10897727071215042,0.09594054258850782,0.09734738774803807,0.1355391182501629,
NMI,0.43963350471892654,0.65917811464605902,0.73439732422010795,0.64469888179995327,0.63627023257159665,0.67696954855166669,0.62791324012995187,0.63226340651288282,1.0,
Silhoutte,0.08605252,0.13138021,0.15466934,0.14215947,0.16564446,0.2097816,0.21761313,0.20757552,0.12872675,
