,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,0,3,3,3,3,3,3,3,1,
1,0,3,3,3,3,3,3,3,1,
2,0,3,3,3,3,3,3,3,1,
3,2,2,4,5,5,5,5,5,1,
4,1,3,3,3,3,3,3,3,1,
5,1,1,1,1,1,1,1,1,0,
6,0,3,3,3,3,7,3,3,1,
7,1,1,1,5,5,5,5,5,1,
8,1,2,2,2,6,6,6,6,6,
9,1,1,1,5,5,5,5,5,1,
10,1,1,1,5,5,5,5,5,1,
11,0,0,0,0,0,0,0,9,6,
12,1,1,1,1,1,1,1,1,0,
13,1,1,1,5,5,5,5,5,0,
14,1,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,1,0,
16,2,1,1,1,1,1,8,8,0,
17,1,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,1,0,
23,0,0,0,5,5,5,5,5,1,
24,2,2,2,5,5,5,7,7,6,
25,99,99,99,99,99,99,99,99,99,
26,1,1,1,5,5,7,7,7,0,
27,1,1,1,1,1,1,1,1,0,
28,2,2,4,4,4,4,4,4,3,
29,2,2,2,2,2,2,2,2,6,
30,2,2,4,4,4,4,4,4,3,
31,2,2,4,4,4,4,4,4,3,
32,2,2,4,4,4,4,4,4,3,
33,2,2,4,4,4,4,4,4,3,
34,2,2,2,2,2,2,2,2,6,
35,1,3,3,3,3,3,3,3,1,
36,2,0,2,2,6,6,6,6,6,
37,99,99,99,99,99,99,99,99,99,
38,0,3,3,5,1,7,8,8,0,
39,1,0,0,0,5,0,0,0,6,
40,2,2,2,2,2,2,2,2,6,
41,2,3,2,2,2,2,2,2,6,
42,99,99,99,99,99,99,99,99,99,
43,2,2,2,5,2,2,7,7,6,
44,2,2,2,2,2,2,2,2,6,
45,99,99,99,99,99,99,99,99,99,
46,2,2,2,2,2,2,6,6,6,
47,99,99,99,99,99,99,99,99,99,
48,2,0,2,2,6,6,6,6,6,
49,2,2,2,2,2,2,2,2,6,
50,2,2,2,2,2,2,2,2,6,
51,2,2,2,5,2,2,2,2,6,
52,1,1,1,1,5,5,5,5,6,
53,2,2,2,2,2,2,2,2,6,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.12012733375966031,0.12933512660855095,0.14723315652886532,0.13804241050350105,0.13650497162225872,0.13222471836126892,0.12448347378702815,0.12440101255738935,0.1554457560234021,
NMI,0.35501521170567363,0.46657276727676822,0.66287376632982364,0.67379182923463854,0.72154966459611536,0.70568452271502047,0.70204592272136856,0.69725413433198635,1.0,
Silhoutte,0.21468319,0.24691772,0.27492019,0.26148523,0.28472278,0.29723174,0.30637739,0.31394937,0.22539307,
