,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,1,1,3,5,5,5,5,5,0,
1,0,0,0,0,6,7,7,0,0,
2,1,3,3,5,5,5,5,5,0,
3,2,3,3,3,3,3,3,3,0,
4,1,2,2,5,5,5,5,5,0,
5,2,2,2,2,2,7,7,7,0,
6,0,0,0,1,6,6,6,6,0,
7,2,2,4,4,6,7,7,7,0,
8,2,2,4,4,6,7,7,7,0,
9,0,0,3,3,3,3,3,3,0,
10,2,2,2,2,2,7,7,7,0,
11,2,3,1,1,1,1,1,9,0,
12,2,2,2,2,2,2,2,2,0,
13,2,3,3,3,3,3,3,3,0,
14,2,2,2,2,2,2,2,2,0,
15,2,2,2,2,2,2,2,2,0,
16,2,2,2,2,2,2,2,2,0,
17,2,2,2,2,2,2,2,2,0,
18,2,2,2,2,2,2,2,2,0,
19,2,2,2,2,2,2,2,2,0,
20,2,2,2,2,2,2,2,2,0,
21,2,2,2,2,2,2,2,2,0,
22,2,2,2,4,2,2,2,2,0,
23,1,3,3,3,3,3,3,3,0,
24,2,3,3,3,3,3,6,3,0,
25,1,1,0,0,0,4,0,0,1,
26,0,3,3,3,6,6,6,6,0,
27,1,1,4,4,4,4,4,4,1,
28,1,1,4,4,4,4,4,4,1,
29,1,1,1,1,1,1,1,1,1,
30,1,1,4,4,4,4,4,4,1,
31,1,1,4,4,4,4,4,4,1,
32,1,1,4,4,4,4,4,4,1,
33,1,1,4,4,4,4,4,4,1,
34,1,1,1,1,1,1,1,1,1,
35,2,2,2,5,5,5,5,5,0,
36,0,0,3,3,6,7,8,8,1,
37,1,1,1,1,1,1,1,1,1,
38,1,1,1,1,1,1,1,1,1,
39,1,1,1,1,1,1,1,1,1,
40,1,1,1,1,1,1,1,1,1,
41,1,1,1,1,1,1,1,1,1,
42,1,1,1,1,1,1,1,1,1,
43,1,3,3,3,1,6,6,6,0,
44,1,1,1,1,1,1,1,1,1,
45,1,1,1,1,1,1,1,1,1,
46,1,1,3,0,0,6,8,8,1,
47,1,1,1,1,1,1,1,1,1,
48,1,1,1,1,1,1,1,1,1,
49,1,1,1,1,1,1,1,1,1,
50,1,1,1,1,1,1,1,1,1,
51,1,1,1,1,6,0,8,8,1,
52,0,0,0,0,0,0,0,9,0,
53,1,1,1,1,1,1,1,1,1,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.18278809916760408,0.20892177437248963,0.17310779716623648,0.17321459191403996,0.19400347987352679,0.17913225138444516,0.17720919225325724,0.1806920596434169,0.2470706340681456,
NMI,0.48698919699974752,0.61701813557906349,0.38974867213417302,0.3373580099771451,0.41797907847208227,0.43870970091191119,0.50696874937560565,0.5542460579790951,1.0,
Silhoutte,0.12088385,0.1439634,0.12344423,0.17314312,0.20167594,0.18793207,0.20513932,0.19965036,0.1343885,
