,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,1,1,1,1,1,1,8,1,
1,1,1,1,1,1,1,1,1,
2,1,1,1,1,1,1,1,1,
3,1,1,1,1,1,1,1,0,
4,1,1,1,1,1,1,1,1,
5,1,1,1,1,1,1,1,1,
6,1,1,1,1,1,1,1,1,
7,1,1,1,1,1,1,1,1,
8,1,1,1,1,1,1,1,1,
9,1,1,1,1,1,1,1,1,
10,1,1,1,1,1,1,1,1,
11,1,1,1,1,1,1,1,1,
12,1,1,1,1,1,1,1,1,
13,1,1,1,1,1,1,1,1,
14,1,1,1,1,1,1,1,1,
15,1,1,1,1,1,1,1,1,
16,1,1,1,1,1,1,1,1,
17,1,1,1,1,1,1,1,1,
18,1,1,1,1,1,1,1,1,
19,1,1,1,1,1,1,1,1,
20,1,1,1,1,1,1,1,1,
21,1,1,1,1,1,1,1,1,
22,1,1,1,1,1,1,1,1,
23,2,2,2,2,2,2,2,2,
24,0,0,4,4,6,7,7,2,
25,1,1,1,1,1,7,7,1,
26,0,0,4,4,4,4,4,2,
27,2,3,3,3,3,3,3,0,
28,2,3,3,3,3,3,3,0,
29,2,2,2,2,2,2,2,2,
30,0,3,3,3,3,3,3,0,
31,0,3,3,3,3,3,3,0,
32,0,3,3,3,3,3,3,0,
33,0,3,3,3,3,3,3,0,
34,2,3,3,3,3,3,3,2,
35,1,1,1,1,6,1,8,1,
36,2,2,2,2,2,2,2,2,
37,0,0,0,0,6,6,6,2,
38,2,2,2,2,2,2,2,2,
39,2,2,2,2,2,2,2,2,
40,2,2,4,5,5,5,5,2,
41,1,1,4,5,5,5,5,2,
42,1,1,4,5,5,5,5,2,
43,0,0,4,4,4,4,4,2,
44,2,2,2,2,2,2,2,2,
45,2,2,2,2,2,2,2,2,
46,2,2,2,2,2,2,2,2,
47,2,2,2,2,2,2,2,2,
48,2,2,2,2,2,2,2,2,
49,2,2,2,2,2,2,2,2,
50,2,2,2,2,2,2,2,2,
51,2,2,2,2,2,2,2,2,
52,1,1,1,1,1,1,1,1,
53,2,2,2,2,2,2,2,2,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.13029489420034823,0.12886013710576946,0.13943048359108431,0.13972234542935583,0.13559526823832332,0.1383392770685129,0.13050166264128976,0.16261722139145648,
NMI,0.56283342319011731,0.67655661362740571,0.75968410335869851,0.73788884618256745,0.69468429540622001,0.69425991837759282,0.66654568433136707,1.0,
Silhoutte,0.25434506,0.25465841,0.30162997,0.33141731,0.31399014,0.33379456,0.27457581,0.25166176,
