,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,2,3,3,3,3,3,3,2,
1,2,3,3,3,3,3,3,2,
2,2,3,3,3,3,3,3,2,
3,0,3,4,4,4,7,4,3,
4,2,3,3,3,3,3,3,2,
5,0,3,3,3,3,3,3,2,
6,0,3,3,0,6,6,8,2,
7,0,3,3,5,6,6,8,2,
8,1,1,1,1,6,6,6,2,
9,0,0,4,3,5,5,8,3,
10,0,3,3,5,6,6,6,2,
11,1,1,1,1,1,1,1,4,
12,0,3,3,5,6,6,6,2,
13,0,0,0,3,3,5,3,3,
14,2,2,2,3,5,5,8,0,
15,2,2,2,2,2,2,2,0,
16,2,2,2,2,2,2,2,0,
17,2,2,2,2,2,2,2,0,
18,2,2,2,2,2,2,2,0,
19,2,2,2,2,2,2,2,0,
20,2,2,2,2,2,2,2,0,
21,2,2,2,2,2,2,2,0,
22,99,99,99,99,99,99,99,99,
23,0,3,4,3,3,7,7,3,
24,0,3,3,4,4,7,7,3,
25,1,1,4,4,4,4,4,2,
26,0,3,3,3,3,7,7,3,
27,1,1,1,2,2,2,2,0,
28,1,1,1,1,1,1,1,4,
29,1,1,1,1,1,1,1,4,
30,0,0,4,4,4,4,4,2,
31,0,0,4,4,5,3,3,3,
32,1,1,4,4,4,4,4,2,
33,1,1,1,1,1,1,1,4,
34,1,1,1,1,1,4,4,4,
35,2,3,3,3,3,3,3,2,
36,1,1,1,1,1,1,1,4,
37,1,1,1,1,1,1,1,4,
38,1,1,1,1,1,1,1,4,
39,1,1,1,1,1,1,1,4,
40,0,3,4,5,5,5,5,3,
41,0,3,4,5,5,5,5,3,
42,0,3,4,5,5,5,5,3,
43,1,1,1,1,1,1,1,4,
44,1,1,1,1,1,1,1,4,
45,99,99,99,99,99,99,99,99,
46,99,99,99,99,99,99,99,99,
47,99,99,99,99,99,99,99,99,
48,99,99,99,99,99,99,99,99,
49,1,1,1,1,1,1,1,4,
50,1,3,3,1,1,1,1,4,
51,1,1,1,1,1,1,1,4,
52,1,1,1,1,1,1,1,4,
53,1,1,1,1,1,1,1,4,
54,1,1,1,1,1,1,1,4,
55,99,99,99,99,99,99,99,99,
Modularity,0.16037341646950456,0.1666592954640657,0.1689821067054718,0.16996347677930526,0.17222876111671961,0.1751968029507035,0.1673084958900829,0.1925453541856788,
NMI,0.59513647439321071,0.58600309817323259,0.6508503654040656,0.62098781848837881,0.74042721039565362,0.76237768446135157,0.67871990969312535,1.0,
Silhoutte,0.21345142,0.23941269,0.23367827,0.25556735,0.28285448,0.30184163,0.32141392,0.27159686,
