,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,2,2,2,5,3,3,3,3,1,
1,2,3,3,3,6,6,6,6,1,
2,0,3,3,5,3,3,3,3,1,
3,2,3,3,3,6,6,6,6,1,
4,2,2,2,5,3,3,3,3,1,
5,2,3,3,3,6,7,7,7,2,
6,2,3,3,3,6,6,6,6,1,
7,0,3,3,3,6,6,6,6,1,
8,0,3,4,4,6,6,6,6,1,
9,0,0,0,5,5,5,5,5,2,
10,2,3,3,3,6,7,7,7,2,
11,99,99,99,99,99,99,99,99,99,
12,2,3,3,3,2,7,7,7,2,
13,2,2,2,5,5,5,8,8,2,
14,2,2,2,2,2,2,2,2,2,
15,2,2,2,2,2,2,2,2,2,
16,2,2,2,2,2,2,7,2,2,
17,2,2,2,2,2,2,2,2,2,
18,2,2,2,2,2,2,2,2,2,
19,2,2,2,2,2,2,2,2,2,
20,2,2,2,2,2,2,2,2,2,
21,2,2,2,2,2,2,2,2,2,
22,99,99,99,99,99,99,99,99,99,
23,0,0,0,5,5,5,5,5,2,
24,2,2,2,5,5,5,5,5,2,
25,0,0,0,5,0,7,8,8,2,
26,2,2,2,2,2,2,2,2,2,
27,1,1,1,1,1,1,1,1,4,
28,1,1,1,1,1,1,1,1,4,
29,1,1,1,1,1,1,1,1,4,
30,0,0,4,4,4,4,4,4,4,
31,0,0,4,4,4,4,4,4,4,
32,1,1,4,4,4,4,4,4,4,
33,0,0,4,4,4,4,4,4,4,
34,99,99,99,99,99,99,99,99,99,
35,0,3,3,5,3,3,3,3,1,
36,99,99,99,99,99,99,99,99,99,
37,99,99,99,99,99,99,99,99,99,
38,1,1,1,1,1,1,1,1,4,
39,1,1,1,1,1,1,1,1,4,
40,1,1,1,1,1,1,1,9,4,
41,1,1,1,1,1,1,1,9,4,
42,1,1,1,1,1,1,1,9,4,
43,0,2,2,5,5,7,8,8,2,
44,99,99,99,99,99,99,99,99,99,
45,99,99,99,99,99,99,99,99,99,
46,1,1,1,1,1,1,7,7,4,
47,99,99,99,99,99,99,99,99,99,
48,1,1,1,1,1,1,1,1,4,
49,1,1,1,1,1,1,1,1,4,
50,1,1,1,1,1,1,1,1,4,
51,1,1,1,1,1,1,1,1,4,
52,1,1,1,1,1,1,1,1,4,
53,1,1,1,1,1,1,1,1,4,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.15714659221210325,0.1676914578364372,0.16367088145524114,0.17585745576332396,0.18044629580274796,0.18150183501659692,0.1756674977752269,0.1536901861624743,0.19805295382682916,
NMI,0.52004701700937728,0.59561120674866985,0.6023110988855781,0.58618244817122855,0.71154828019502692,0.76344352495568157,0.70004063802535821,0.67897047614412587,1.0,
Silhoutte,0.28180999,0.28919438,0.2939015,0.32662451,0.37383864,0.38693472,0.39009498,0.39623273,0.30069041,
