,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,1,1,1,1,1,1,1,0,
1,1,3,4,5,5,5,8,2,
2,1,1,1,1,1,1,1,0,
3,1,1,4,4,4,4,4,1,
4,1,1,1,1,1,1,1,0,
5,1,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,1,0,
7,1,1,1,1,1,1,1,0,
8,1,1,1,1,1,7,7,0,
9,1,1,1,1,1,1,1,0,
10,1,1,1,1,1,1,1,0,
11,1,1,1,1,1,1,1,0,
12,1,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,0,
14,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,0,
23,0,0,4,4,4,4,4,1,
24,2,2,4,4,4,4,4,2,
25,1,3,3,3,3,3,3,2,
26,0,3,3,3,3,3,3,2,
27,2,2,1,2,2,2,2,2,
28,2,2,2,2,2,2,2,2,
29,2,2,2,2,2,2,2,2,
30,2,2,2,5,5,5,5,2,
31,0,0,4,5,5,5,5,2,
32,0,0,4,5,5,5,5,2,
33,2,2,2,2,2,2,2,2,
34,2,2,2,2,2,0,0,2,
35,1,1,4,4,4,4,4,1,
36,0,0,0,5,6,7,7,2,
37,2,2,2,5,2,2,2,2,
38,2,2,2,2,2,2,2,2,
39,2,2,2,2,2,2,2,2,
40,1,1,1,1,6,6,6,2,
41,1,1,1,1,6,6,6,2,
42,2,2,2,2,2,2,6,2,
43,1,3,3,3,3,3,3,2,
44,2,2,2,2,2,2,2,2,
45,0,3,3,3,3,3,3,2,
46,0,0,0,0,0,7,8,0,
47,2,2,2,2,2,2,2,2,
48,2,2,2,2,2,2,2,2,
49,2,2,2,2,2,2,2,2,
50,2,3,3,3,3,3,3,2,
51,2,3,3,3,3,7,7,2,
52,1,1,1,1,1,1,1,2,
53,2,2,2,2,2,2,2,2,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.08431158023791366,0.09985296673268129,0.09546617991311698,0.09426674799721088,0.1085677018312146,0.10519425304370335,0.10148293809841191,0.13119847530562534,
NMI,0.39230101397319184,0.46726295895636794,0.5057610986357356,0.58139217346941963,0.63754804569887313,0.57210259315056911,0.55014948697983068,1.0,
Silhoutte,0.18177091,0.21077063,0.20640026,0.19228595,0.24749153,0.25720741,0.23616669,0.17016806,
