,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,1,2,3,3,3,3,3,3,0,
1,1,1,1,1,6,7,7,7,1,
2,0,3,3,3,3,3,3,3,0,
3,2,2,2,2,2,2,2,2,1,
4,0,3,3,3,3,3,3,3,0,
5,2,3,3,3,3,3,2,6,1,
6,0,0,0,0,6,7,7,7,1,
7,0,3,3,5,5,5,5,5,3,
8,1,1,3,5,5,5,5,5,3,
9,0,3,4,4,4,4,4,4,2,
10,2,3,3,3,3,3,3,6,1,
11,2,2,2,2,2,2,2,6,1,
12,2,3,3,2,2,2,2,6,1,
13,2,3,4,2,6,6,6,9,1,
14,2,2,2,2,6,6,6,2,1,
15,2,2,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,2,6,1,
17,2,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,2,2,1,
21,2,2,2,2,2,2,2,6,1,
22,2,2,2,2,2,2,2,2,1,
23,0,3,3,5,5,6,6,9,3,
24,1,1,1,1,1,1,1,1,4,
25,1,1,1,1,1,1,1,1,4,
26,2,2,2,2,6,6,6,2,1,
27,1,1,1,1,1,1,1,1,4,
28,1,1,1,1,1,1,1,1,2,
29,1,1,1,1,1,1,1,1,4,
30,1,1,4,4,4,4,4,4,2,
31,1,1,4,4,4,4,4,4,2,
32,1,1,4,4,4,4,4,4,2,
33,1,1,4,4,4,4,4,4,2,
34,1,1,1,1,1,1,1,1,4,
35,0,3,3,3,3,3,3,3,0,
36,1,1,1,5,5,5,5,5,3,
37,1,1,1,5,5,5,5,5,3,
38,2,3,1,1,1,1,1,1,4,
39,1,1,1,1,1,1,1,1,4,
40,1,1,1,1,1,1,8,8,4,
41,2,3,3,2,1,1,8,8,4,
42,1,1,1,1,1,1,1,1,4,
43,1,1,1,1,1,1,1,1,4,
44,1,1,1,1,1,1,1,1,4,
45,1,1,1,1,1,1,1,1,4,
46,1,1,1,1,1,1,1,1,4,
47,1,1,1,1,1,1,1,1,4,
48,1,1,1,1,1,1,1,1,4,
49,1,1,1,1,1,1,1,1,4,
50,1,1,1,1,1,1,1,1,4,
51,1,1,1,1,1,1,1,1,4,
52,1,1,1,1,1,1,1,1,4,
53,1,1,1,1,1,1,1,1,4,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.09213015319206999,0.0928094737815168,0.10710808578991386,0.10866483028452249,0.11537330624685577,0.11355139752347189,0.10503839473870152,0.0953232344646094,0.12645202671757233,
NMI,0.47187328763211339,0.41116543098633185,0.58652231003676636,0.76818021632680378,0.83569846345154464,0.79128463533410576,0.78292481344971843,0.79816340364380567,1.0,
Silhoutte,0.13615454,0.13769346,0.1462699,0.18992274,0.20185402,0.21796502,0.24151026,0.2359786,0.18683481,
