,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,2,2,2,5,3,3,3,3,1,0
1,2,3,3,3,6,6,6,6,1,1
2,0,3,3,5,3,3,3,3,1,0
3,2,3,3,3,6,6,6,6,1,1
4,2,2,2,5,3,3,3,3,1,0
5,2,3,3,3,6,7,7,7,2,1
6,2,3,3,3,6,6,6,6,1,1
7,0,3,3,3,6,6,6,6,1,1
8,0,3,4,4,6,6,6,6,1,1
9,0,0,0,5,5,5,5,5,2,2
10,2,3,3,3,6,7,7,7,2,1
11,99,99,99,99,99,99,99,99,99,99
12,2,3,3,3,2,7,7,7,2,1
13,2,2,2,5,5,5,8,8,2,2
14,2,2,2,2,2,2,2,2,2,3
15,2,2,2,2,2,2,2,2,2,3
16,2,2,2,2,2,2,7,2,2,1
17,2,2,2,2,2,2,2,2,2,3
18,2,2,2,2,2,2,2,2,2,3
19,2,2,2,2,2,2,2,2,2,3
20,2,2,2,2,2,2,2,2,2,3
21,2,2,2,2,2,2,2,2,2,3
22,99,99,99,99,99,99,99,99,99,99
23,0,0,0,5,5,5,5,5,2,2
24,2,2,2,5,5,5,5,5,2,2
25,0,0,0,5,0,7,8,8,2,2
26,2,2,2,2,2,2,2,2,2,2
27,1,1,1,1,1,1,1,1,4,4
28,1,1,1,1,1,1,1,1,4,4
29,1,1,1,1,1,1,1,1,4,4
30,0,0,4,4,4,4,4,4,4,5
31,0,0,4,4,4,4,4,4,4,5
32,1,1,4,4,4,4,4,4,4,5
33,0,0,4,4,4,4,4,4,4,5
34,99,99,99,99,99,99,99,99,99,99
35,0,3,3,5,3,3,3,3,1,0
36,99,99,99,99,99,99,99,99,99,99
37,99,99,99,99,99,99,99,99,99,99
38,1,1,1,1,1,1,1,1,4,4
39,1,1,1,1,1,1,1,1,4,4
40,1,1,1,1,1,1,1,9,4,6
41,1,1,1,1,1,1,1,9,4,6
42,1,1,1,1,1,1,1,9,4,6
43,0,2,2,5,5,7,8,8,2,2
44,99,99,99,99,99,99,99,99,99,99
45,99,99,99,99,99,99,99,99,99,99
46,1,1,1,1,1,1,7,7,4,1
47,99,99,99,99,99,99,99,99,99,99
48,1,1,1,1,1,1,1,1,4,4
49,1,1,1,1,1,1,1,1,4,6
50,1,1,1,1,1,1,1,1,4,4
51,1,1,1,1,1,1,1,1,4,4
52,1,1,1,1,1,1,1,1,4,4
53,1,1,1,1,1,1,1,1,4,6
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.15714659221210325,0.1676914578364372,0.16367088145524114,0.17585745576332396,0.18044629580274796,0.18150183501659692,0.1756674977752269,0.1536901861624743,0.19805295382682916,0.1453646991300249
NMI,0.52004701700937728,0.59561120674866985,0.6023110988855781,0.58618244817122855,0.71154828019502692,0.76344352495568157,0.70004063802535821,0.67897047614412587,1.0,0.60045162494884441
