,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,1,3,3,5,5,5,5,5,0,
1,0,0,4,5,5,5,5,5,0,
2,1,3,3,5,5,5,5,5,0,
3,2,3,3,3,3,3,3,3,1,
4,1,3,3,5,5,5,5,5,0,
5,2,2,2,2,2,2,2,2,1,
6,2,2,2,2,2,2,2,2,1,
7,2,2,2,2,2,2,2,2,1,
8,1,1,2,3,3,7,7,7,4,
9,0,3,3,3,3,3,3,3,1,
10,2,1,4,4,4,4,4,4,1,
11,2,2,2,2,2,2,2,2,1,
12,2,2,2,2,2,2,2,2,1,
13,2,2,2,2,2,2,2,2,1,
14,2,3,3,3,3,3,3,3,1,
15,2,2,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,2,2,1,
17,2,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,2,2,1,
21,2,3,4,3,3,7,7,7,4,
22,99,99,99,99,99,99,99,99,99,
23,1,3,3,3,3,3,3,3,4,
24,99,99,99,99,99,99,99,99,99,
25,1,3,4,1,1,1,1,4,4,
26,2,2,2,2,2,2,2,2,1,
27,1,1,2,2,2,7,1,1,4,
28,1,1,1,1,1,1,1,1,4,
29,1,1,1,1,1,1,1,1,4,
30,2,2,4,4,4,4,4,9,0,
31,0,0,4,4,4,4,4,9,0,
32,0,3,4,4,4,4,4,4,0,
33,2,2,2,4,4,4,4,9,0,
34,2,2,4,4,4,4,4,9,0,
35,0,3,3,5,5,5,5,5,0,
36,1,1,4,3,3,7,7,7,4,
37,2,2,4,3,3,3,8,8,4,
38,1,1,1,1,1,3,8,8,4,
39,1,1,1,1,1,1,1,1,4,
40,1,1,1,1,1,1,1,1,4,
41,1,1,0,1,1,1,6,6,4,
42,99,99,99,99,99,99,99,99,99,
43,1,1,1,1,1,1,1,1,4,
44,1,1,1,1,1,1,1,1,4,
45,1,1,1,1,1,1,1,1,4,
46,1,1,1,1,1,1,1,1,4,
47,2,3,4,3,3,3,8,8,4,
48,1,1,1,1,1,1,1,1,4,
49,1,1,1,4,4,4,4,4,0,
50,0,0,0,0,6,6,6,6,4,
51,1,1,1,1,1,1,1,1,4,
52,1,1,1,1,6,6,6,1,4,
53,1,1,1,1,1,1,1,1,4,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.09006575756596302,0.09157809368828329,0.10078083490582176,0.11782717307525008,0.11533052071603243,0.1140134239792647,0.1142452867792546,0.11309353645151773,0.13905021169258722,
NMI,0.40573587272025241,0.33773192911468947,0.35529674711768217,0.62876625172916001,0.62012448278304622,0.65787206373263318,0.67528785077258913,0.64285403128166496,1.0,
Silhoutte,0.15623172,0.16212151,0.18723189,0.21938762,0.19868848,0.21094883,0.26368278,0.27890303,0.18706614,
