,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,0,0,0,5,5,5,8,5,2,
1,1,1,4,4,4,4,8,8,2,
2,0,0,0,4,4,4,4,4,2,
3,1,1,1,1,1,3,3,3,1,
4,0,0,0,5,5,5,5,5,2,
5,0,0,4,5,5,5,5,9,1,
6,1,1,1,1,1,3,8,8,1,
7,1,1,1,1,1,3,3,3,1,
8,0,3,3,4,4,7,7,7,3,
9,2,2,4,4,4,4,4,4,2,
10,1,1,1,1,1,3,3,3,1,
11,1,1,1,1,1,3,3,3,1,
12,1,1,1,3,3,3,3,3,1,
13,1,1,1,1,1,3,3,3,1,
14,1,3,3,3,3,1,1,1,0,
15,1,3,3,3,3,1,1,1,0,
16,1,3,3,3,3,1,1,1,0,
17,1,3,3,3,3,1,1,1,0,
18,1,3,3,3,3,1,1,1,0,
19,1,3,3,3,3,1,1,1,0,
20,1,3,3,3,3,1,1,1,0,
21,1,3,3,5,5,5,8,8,1,
22,1,3,3,3,3,1,1,1,0,
23,1,3,1,1,1,3,3,3,1,
24,1,1,1,1,1,3,3,3,1,
25,2,2,2,2,6,6,6,6,3,
26,2,3,3,3,3,1,1,1,0,
27,1,1,1,1,1,3,3,3,1,
28,1,1,1,1,1,3,3,3,1,
29,2,2,2,2,2,2,2,2,3,
30,0,0,4,4,4,4,4,4,2,
31,0,0,4,4,4,4,4,4,2,
32,0,0,4,4,4,4,4,4,2,
33,2,2,2,2,2,2,2,2,3,
34,0,0,4,4,4,4,4,4,3,
35,2,2,4,5,5,5,5,9,3,
36,0,0,4,4,4,7,7,7,3,
37,2,2,2,2,2,2,2,2,3,
38,2,2,2,2,2,2,2,2,3,
39,2,2,2,2,2,2,2,2,3,
40,2,2,2,2,6,6,6,6,3,
41,2,2,2,5,6,6,6,6,3,
42,2,2,2,2,6,6,6,6,3,
43,2,2,2,2,6,6,6,6,3,
44,2,2,2,2,2,2,2,2,3,
45,2,2,2,2,2,2,2,2,3,
46,1,1,1,1,1,3,3,3,1,
47,0,0,4,5,5,5,5,9,3,
48,2,2,2,2,2,2,2,2,3,
49,2,2,2,2,2,2,2,2,3,
50,0,1,1,1,1,3,3,3,1,
51,2,2,2,2,6,6,7,7,3,
52,1,1,4,1,5,5,5,9,1,
53,2,2,2,2,0,0,5,9,3,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.12338133612634303,0.12350756149582193,0.12265515487522453,0.13044908451939197,0.12200094434785001,0.12564645896375254,0.12163878599381228,0.12053022269902335,0.15082688761595053,
NMI,0.50566489780645929,0.63216209697515391,0.69360750181817454,0.69866019425596948,0.64863120927492501,0.70588512531322378,0.67807513584961765,0.70733486802247514,1.0,
Silhoutte,0.1518415,0.15000275,0.16257077,0.17819335,0.16986672,0.21795283,0.21187461,0.22913257,0.16778717,
