,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,0,3,3,3,3,3,3,0,
1,0,0,0,0,0,0,8,0,
2,1,3,3,3,3,3,3,0,
3,0,3,4,4,4,4,4,1,
4,0,3,3,3,3,3,3,0,
5,1,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,1,0,
7,1,1,1,1,1,1,1,0,
8,1,1,1,5,1,7,7,0,
9,0,3,4,4,4,4,4,1,
10,1,1,1,1,1,1,1,0,
11,2,2,2,2,2,2,2,3,
12,1,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,0,
14,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,0,
23,2,3,4,4,4,4,4,1,
24,2,2,2,2,2,2,2,3,
25,2,2,4,2,2,2,7,3,
26,1,1,1,1,1,1,1,0,
27,1,1,1,1,1,1,1,0,
28,2,2,2,2,2,2,8,3,
29,2,2,2,2,2,2,2,3,
30,0,3,4,4,4,4,8,3,
31,0,0,0,0,6,6,6,2,
32,0,0,0,5,6,6,6,2,
33,2,2,2,2,2,2,2,3,
34,2,2,2,2,2,2,2,3,
35,0,3,3,3,3,3,3,0,
36,0,0,4,5,5,7,7,3,
37,2,2,2,5,2,2,2,3,
38,2,2,2,2,2,2,2,3,
39,2,2,2,2,2,2,2,3,
40,2,2,2,5,5,5,5,3,
41,0,0,0,4,5,5,5,3,
42,2,2,2,2,2,2,2,3,
43,1,1,1,5,5,5,5,3,
44,2,2,2,2,2,2,2,3,
45,2,2,2,2,2,2,2,3,
46,2,2,2,2,2,2,2,3,
47,0,0,4,5,5,7,7,3,
48,2,2,2,2,2,2,2,3,
49,2,2,2,2,2,2,2,3,
50,2,2,2,2,2,2,2,3,
51,2,2,2,2,2,2,2,3,
52,2,2,2,2,2,2,2,3,
53,2,2,2,2,2,2,2,3,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.23027928357531674,0.23748290027601723,0.23493140333787946,0.2300457178136347,0.24422580108020372,0.2418768201049036,0.23483334230921732,0.257798389232509,
NMI,0.53635258077862746,0.59595719212102649,0.64620425940049986,0.65263760498589984,0.77247177891461427,0.7211523713107294,0.70309303157632586,1.0,
Silhoutte,0.277527,0.29387371,0.31344458,0.32817977,0.36592614,0.39038954,0.37594569,0.29869942,
