,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,2,3,3,5,5,5,5,1,
1,99,99,99,99,99,99,99,99,
2,1,1,1,5,5,5,5,1,
3,1,1,1,1,1,1,1,4,
4,1,1,1,5,5,5,5,1,
5,0,0,4,4,4,4,4,1,
6,2,2,2,2,2,2,2,2,
7,2,2,2,2,2,2,2,2,
8,2,2,2,2,2,2,2,2,
9,2,3,3,3,3,3,8,2,
10,2,2,2,2,2,2,8,2,
11,2,2,2,2,2,2,2,2,
12,2,2,2,2,2,2,2,2,
13,2,2,2,5,6,6,6,1,
14,0,0,4,4,4,4,4,1,
15,2,2,2,2,2,2,2,2,
16,2,2,2,2,2,2,2,2,
17,2,2,2,2,2,2,2,2,
18,2,2,2,2,2,2,2,2,
19,2,2,2,2,2,2,2,2,
20,2,2,3,3,3,3,3,2,
21,2,2,2,2,2,2,2,2,
22,0,3,3,3,3,3,3,2,
23,0,3,4,4,4,4,4,1,
24,1,1,1,1,1,1,1,4,
25,1,1,1,1,1,1,1,4,
26,0,2,2,5,6,6,6,1,
27,1,3,4,4,4,4,4,1,
28,2,3,3,3,3,3,3,2,
29,1,3,4,4,4,4,4,1,
30,2,3,3,3,3,3,3,2,
31,2,3,3,3,3,3,3,2,
32,2,3,3,3,3,3,3,2,
33,2,3,3,3,3,3,3,2,
34,2,3,3,3,3,7,7,2,
35,0,0,4,5,5,5,5,1,
36,1,1,1,1,1,1,1,4,
37,1,1,1,1,1,1,1,4,
38,1,1,1,1,1,1,1,4,
39,1,1,1,1,1,7,7,4,
40,1,1,1,1,1,1,1,4,
41,1,1,1,1,1,1,1,4,
42,1,1,1,1,1,1,1,4,
43,2,0,0,0,5,7,7,4,
44,1,1,1,1,1,1,1,4,
45,1,2,4,5,6,6,6,1,
46,99,99,99,99,99,99,99,99,
47,1,1,1,1,1,1,1,4,
48,1,1,1,1,1,1,1,4,
49,1,1,1,1,1,1,1,4,
50,1,1,1,1,1,1,1,4,
51,2,2,4,5,6,6,6,1,
52,1,2,1,1,5,7,7,4,
53,1,1,1,1,1,1,1,4,
54,2,0,0,0,5,0,0,4,
55,99,99,99,99,99,99,99,99,
Modularity,0.1062565288474984,0.1005255927766858,0.11990240044757616,0.1393739164640191,0.1383966684768923,0.12978498506193484,0.12453646033262294,0.14951536816320626,
NMI,0.49581111212092704,0.4278394719531563,0.63218491785530539,0.81273912504403945,0.73364251751880816,0.73146763127565351,0.71336945044632705,1.0,
Silhoutte,0.14267054,0.13989599,0.18039948,0.24845455,0.26533942,0.26917795,0.25420944,0.1946946,
