,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,2,2,2,2,2,2,2,2,0,0
1,2,3,4,3,6,7,7,7,3,1
2,2,2,2,2,2,2,2,2,0,0
3,2,2,4,4,6,6,6,9,2,2
4,2,2,2,2,2,2,2,2,0,0
5,2,2,2,2,2,2,8,8,0,3
6,0,3,3,4,1,7,7,7,3,4
7,0,0,4,4,4,4,4,4,1,5
8,0,0,4,4,4,4,4,4,1,5
9,2,2,4,4,6,6,6,9,2,2
10,1,1,4,4,6,6,6,9,2,2
11,2,2,2,2,2,2,2,2,0,0
12,2,2,2,2,2,2,2,2,0,0
13,2,2,4,5,6,6,6,9,2,2
14,2,2,4,4,6,6,6,9,2,2
15,1,3,3,3,3,3,3,3,3,4
16,0,3,3,3,3,3,3,3,3,1
17,0,3,3,3,3,3,3,3,3,1
18,0,3,3,3,3,3,3,3,3,1
19,0,3,3,3,3,3,3,3,3,4
20,0,3,3,3,3,3,3,3,3,1
21,1,3,3,3,3,7,7,7,3,4
22,99,99,99,99,99,99,99,99,99,99
23,2,2,4,5,6,6,6,9,2,2
24,0,0,0,0,0,0,0,6,3,3
25,99,99,99,99,99,99,99,99,99,99
26,2,3,3,3,3,3,3,3,3,4
27,2,2,2,2,2,2,2,2,0,0
28,1,1,1,1,1,1,1,1,6,6
29,1,1,1,1,1,1,1,1,6,6
30,1,1,1,5,5,5,5,5,6,7
31,1,1,1,5,5,5,5,5,6,7
32,1,1,1,1,1,1,1,1,6,6
33,1,1,1,1,1,1,1,1,6,6
34,1,3,3,3,3,1,8,8,3,3
35,2,2,2,2,2,2,2,2,0,0
36,1,1,1,1,1,1,1,1,6,3
37,2,2,2,2,2,2,2,2,0,0
38,1,1,1,1,1,1,1,1,6,6
39,1,1,1,1,1,1,1,1,6,3
40,1,1,1,1,1,1,1,1,6,6
41,1,1,1,1,1,1,1,1,6,6
42,99,99,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,1,1,6,6
44,1,1,1,1,1,1,1,1,6,8
45,99,99,99,99,99,99,99,99,99,99
46,99,99,99,99,99,99,99,99,99,99
47,99,99,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99,99,99
49,1,1,1,1,1,1,1,1,6,8
50,0,0,4,4,4,4,4,4,1,5
51,2,2,2,2,2,2,2,2,0,0
52,2,2,2,2,2,2,2,2,0,0
53,1,1,1,1,1,1,1,6,6,3
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.13819018783591738,0.19620003028038194,0.23294310894074147,0.21590065379454365,0.2171359801016331,0.2262068749319854,0.22226904325995733,0.21850475886732273,0.24691509761088679,0.18140123797605284
NMI,0.60397420592106454,0.83308520766856153,0.88581921240245531,0.81542286549469178,0.85197201740839801,0.85999108546785508,0.86099659844611598,0.83386457790665114,1.0,0.77395909846131317
