,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,2,3,2,3,2,2,2,0,
1,2,3,3,3,2,2,2,0,
2,2,3,3,3,2,2,2,0,
3,2,3,3,3,3,3,3,1,
4,2,2,2,2,2,2,2,0,
5,1,1,3,5,5,5,5,0,
6,2,3,3,3,2,2,2,0,
7,2,3,3,5,2,2,8,0,
8,0,0,4,5,5,5,8,0,
9,0,3,3,3,3,3,3,1,
10,1,1,4,5,5,5,5,0,
11,1,1,4,5,5,5,5,0,
12,1,3,3,5,5,5,5,0,
13,1,1,1,3,3,3,8,0,
14,2,2,2,2,6,6,6,0,
15,2,2,2,2,6,6,6,0,
16,2,2,2,2,6,6,6,0,
17,2,2,2,2,6,6,6,0,
18,2,2,2,2,6,6,6,0,
19,2,2,2,2,6,6,6,0,
20,2,2,2,2,6,6,6,0,
21,1,2,2,2,6,6,6,0,
22,1,1,1,1,1,1,1,2,
23,0,3,3,3,3,3,3,1,
24,0,3,3,3,3,3,3,1,
25,2,1,4,4,4,4,4,1,
26,1,2,2,2,6,6,8,0,
27,1,1,1,1,1,1,1,2,
28,1,1,1,1,1,1,1,2,
29,1,1,1,1,1,1,1,2,
30,1,3,4,4,4,4,4,1,
31,1,3,4,4,4,4,4,1,
32,1,3,4,4,4,4,4,1,
33,1,1,1,4,4,4,4,1,
34,1,3,4,4,4,4,4,1,
35,2,1,2,1,2,2,2,0,
36,1,1,1,1,1,1,1,2,
37,1,1,1,1,6,7,7,2,
38,1,1,1,1,6,7,7,2,
39,1,1,1,1,1,1,1,2,
40,1,1,1,1,1,1,1,2,
41,1,1,1,1,0,7,7,2,
42,1,1,1,1,1,1,1,2,
43,1,1,1,1,1,1,1,2,
44,1,1,1,1,1,1,1,2,
45,1,1,1,1,1,1,1,2,
46,1,1,1,1,1,1,1,2,
47,1,1,1,1,1,1,1,2,
48,1,1,1,1,1,1,1,2,
49,1,1,1,1,1,1,1,2,
50,1,1,1,1,1,1,1,1,
51,1,1,1,1,1,1,1,2,
52,1,1,1,1,1,1,1,2,
53,1,1,1,1,1,1,1,2,
54,1,1,1,1,1,1,1,2,
55,99,99,99,99,99,99,99,99,
Modularity,0.11353668237636688,0.14798739560723465,0.16698869433304328,0.19505328585021328,0.19760645468803925,0.19991007821342624,0.18987718280775534,0.22823840693099418,
NMI,0.34201618842699899,0.44272625087490608,0.54611082147408885,0.6401691062688375,0.62856980338323365,0.68729920332434447,0.70115366236627674,1.0,
Silhoutte,0.08372479,0.10471772,0.16723009,0.2482015,0.3332711,0.37271398,0.38885428,0.17892224,
