,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,2,2,2,2,2,2,2,2,0,0
1,2,2,2,2,2,2,2,2,0,0
2,2,2,2,2,2,2,2,2,0,0
3,0,3,3,3,3,3,3,3,4,1
4,2,2,2,2,2,2,2,2,0,2
5,2,0,2,2,0,0,8,0,0,2
6,2,2,2,2,2,2,2,2,0,0
7,2,2,2,2,2,2,2,2,0,0
8,0,0,2,0,6,7,7,7,0,3
9,0,3,3,3,3,3,3,3,4,4
10,2,2,2,2,6,6,6,6,0,5
11,1,1,1,1,6,6,6,6,8,5
12,2,2,2,2,2,2,2,2,0,0
13,0,3,3,5,5,5,5,5,4,4
14,1,1,3,5,5,5,5,5,4,4
15,1,1,4,4,4,4,4,4,1,6
16,0,0,4,5,6,6,7,7,1,2
17,2,2,4,4,4,4,4,4,1,6
18,2,2,4,4,4,4,4,4,1,6
19,2,2,4,4,4,4,4,9,1,6
20,1,1,4,4,4,4,4,4,1,6
21,1,1,4,4,4,4,4,4,1,6
22,99,99,99,99,99,99,99,99,99,99
23,0,0,0,5,5,5,5,5,4,3
24,1,1,1,5,5,5,5,5,8,3
25,99,99,99,99,99,99,99,99,99,99
26,2,2,0,5,5,5,5,5,1,4
27,1,1,1,1,1,6,6,9,8,5
28,1,1,1,1,1,1,1,1,8,7
29,1,1,1,1,1,1,1,1,8,7
30,0,3,3,3,3,3,3,3,4,1
31,0,3,3,3,3,3,3,3,4,1
32,1,3,3,3,3,3,3,3,4,1
33,1,1,1,1,1,1,1,1,8,7
34,99,99,99,99,99,99,99,99,99,99
35,2,2,2,2,2,2,2,2,0,2
36,1,1,1,1,1,7,7,7,8,3
37,1,3,4,4,4,4,8,8,8,8
38,1,1,1,1,1,1,8,8,8,8
39,1,1,1,1,1,1,1,1,8,7
40,1,1,1,1,1,1,1,1,8,7
41,99,99,99,99,99,99,99,99,99,99
42,99,99,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,1,1,8,7
44,1,1,1,1,1,1,1,1,8,5
45,1,1,1,1,1,6,1,1,8,5
46,0,3,3,4,4,4,8,8,8,8
47,99,99,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99,99,99
49,1,1,1,1,1,1,1,1,8,7
50,1,1,1,1,1,1,1,1,8,7
51,1,1,1,1,1,1,1,1,8,7
52,1,1,1,1,1,1,1,9,8,3
53,1,1,1,1,1,1,1,1,8,3
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.12697339073467973,0.13037872872722844,0.20984439342286562,0.20619309129644275,0.19519953268959658,0.18038604936372332,0.17974004758516407,0.16992782311815047,0.22887263733900803,0.1463144405501784
NMI,0.52239603556952852,0.53945834669528159,0.83607347046454827,0.75238675181184111,0.67760171249616563,0.62304133038529175,0.65450776115177856,0.64171596139088927,1.0,0.62479964544086763
