,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,0,3,3,3,3,3,3,3,1,
1,0,3,3,3,3,3,3,3,1,
2,0,3,3,3,3,3,3,3,1,
3,2,2,4,5,5,5,5,5,1,
4,0,3,3,3,3,3,3,3,1,
5,1,1,1,1,5,5,5,5,0,
6,0,3,3,3,3,7,3,9,1,
7,1,3,1,5,5,5,5,5,1,
8,0,2,2,2,6,6,6,6,4,
9,1,1,1,5,5,5,5,5,1,
10,1,1,1,5,5,5,5,5,1,
11,0,0,0,0,0,0,0,9,1,
12,1,1,1,1,1,1,1,1,0,
13,1,1,1,5,5,5,5,5,0,
14,1,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,1,0,
16,2,3,3,1,1,1,8,8,0,
17,1,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,1,0,
23,0,0,0,5,5,5,5,5,1,
24,2,2,2,5,5,7,7,7,4,
25,99,99,99,99,99,99,99,99,99,
26,1,1,1,5,1,7,7,7,0,
27,1,1,1,1,1,1,1,1,0,
28,2,2,4,4,4,4,4,4,4,
29,2,2,2,2,2,2,2,2,4,
30,2,2,4,4,4,4,4,4,4,
31,2,2,4,4,4,4,4,4,4,
32,2,2,4,4,4,4,4,4,4,
33,2,2,4,4,4,4,4,4,4,
34,0,0,2,2,2,2,2,2,4,
35,1,3,3,3,3,3,3,3,1,
36,2,0,2,2,6,6,6,6,4,
37,99,99,99,99,99,99,99,99,99,
38,0,3,3,5,5,7,8,8,0,
39,1,0,0,0,5,7,0,2,4,
40,2,2,2,2,2,2,2,2,4,
41,2,3,2,2,2,2,2,2,4,
42,99,99,99,99,99,99,99,99,99,
43,2,2,2,5,2,2,7,7,4,
44,2,2,2,2,2,2,2,2,4,
45,99,99,99,99,99,99,99,99,99,
46,2,2,2,2,2,2,6,6,4,
47,99,99,99,99,99,99,99,99,99,
48,2,3,2,2,6,6,6,6,4,
49,2,2,2,2,4,4,4,4,4,
50,2,2,2,2,2,2,2,2,4,
51,2,2,2,5,2,2,2,7,4,
52,1,2,1,5,5,5,5,5,1,
53,2,2,2,2,2,2,2,2,4,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.12310188359604984,0.11581789007835071,0.14597014046689732,0.14296744252421367,0.1342890257003262,0.13151607423719133,0.12671996856250686,0.12423526896731768,0.16192928313784063,
NMI,0.4271183507409419,0.47069660285436266,0.56113160947774166,0.59516954483741424,0.61868918748544266,0.60905113061685234,0.61541144947421011,0.62831501512391763,1.0,
Silhoutte,0.22282632,0.22387964,0.26611305,0.26421034,0.28788669,0.31015843,0.31274106,0.31176103,0.20721904,
